year,category,nominee_id,winner,title,song_title,award_type
1929,Best Actor in a Leading Role,23729,True,The Last Command; The Way of All Flesh,,Oscars
1929,Best Actor in a Leading Role,21505,False,The Patent Leather Kid,,Oscars
1929,Best Actor in a Leading Role,21505,False,The Noose,,Oscars
1929,Best Actress in a Leading Role,23153,True,7th Heaven; Street Angel; Sunrise,,Oscars
1929,Best Actress in a Leading Role,25644,False,Sadie Thompson,,Oscars
1929,Best Actress in a Leading Role,22822,False,A Ship Comes In,,Oscars
1929,Best Art Direction,24449,True,Tempest,,Oscars
1929,Best Art Direction,24449,True,The Dove,,Oscars
1929,Best Art Direction,24753,False,7th Heaven,,Oscars
1929,Best Art Direction,23218,False,Sunrise,,Oscars
1929,Best Cinematography,21589,True,Sunrise,,Oscars
1929,Best Cinematography,25620,True,Sunrise,,Oscars
1929,Best Cinematography,21997,False,Sadie Thompson,,Oscars
1929,Best Cinematography,21997,False,The Devil Dancer,,Oscars
1929,Best Cinematography,21997,False,The Magic Flame,,Oscars
1929,"Best Director, Comedy Picture",24485,True,Two Arabian Knights,,Oscars
1929,"Best Director, Comedy Picture",26051,False,Speedy,,Oscars
1929,"Best Director, Dramatic Picture",22201,True,7th Heaven,,Oscars
1929,"Best Director, Dramatic Picture",22251,False,Sorrell and Son,,Oscars
1929,"Best Director, Dramatic Picture",25864,False,The Crowd,,Oscars
1929,"Best Effects, Engineering Effects",24930,True,Wings,,Oscars
1929,"Best Effects, Engineering Effects",25461,False,Wings,,Oscars
1929,"Best Effects, Engineering Effects",23423,False,Wings,,Oscars
1929,"Best Writing, Adaptation",23209,True,7th Heaven,,Oscars
1929,"Best Writing, Adaptation",22520,False,Glorious Betsy,,Oscars
1929,"Best Writing, Adaptation",22517,False,The Jazz Singer,,Oscars
1929,"Best Writing, Original Story",23502,True,Underworld,,Oscars
1929,"Best Writing, Original Story",22126,False,The Last Command,,Oscars
1929,"Best Writing, Title Writing",22940,True,The Last Command,,Oscars
1929,"Best Writing, Title Writing",24306,False,The Last Command,,Oscars
1929,"Best Writing, Title Writing",22836,False,The Private Life of Helen of Troy,,Oscars
1930,Best Actor in a Leading Role,22028,True,In Old Arizona,,Oscars
1930,Best Actor in a Leading Role,24583,False,Alibi,,Oscars
1930,Best Actor in a Leading Role,21983,False,Thunderbolt,,Oscars
1930,Best Actor in a Leading Role,25606,False,The Patriot,,Oscars
1930,Best Actor in a Leading Role,4795,False,The Valiant,,Oscars
1930,Best Actress in a Leading Role,24894,True,Coquette,,Oscars
1930,Best Actress in a Leading Role,24197,False,The Broadway Melody,,Oscars
1930,Best Actress in a Leading Role,22537,False,The Barker,,Oscars
1930,Best Actress in a Leading Role,23331,False,The Divine Lady,,Oscars
1930,Best Actress in a Leading Role,22857,False,The Letter,,Oscars
1930,Best Actress in a Leading Role,22460,False,Madame X,,Oscars
1930,Best Art Direction,23179,True,The Bridge of San Luis Rey,,Oscars
1930,Best Art Direction,24449,False,Alibi,,Oscars
1930,Best Art Direction,24083,False,Dynamite,,Oscars
1930,Best Art Direction,24753,False,Street Angel,,Oscars
1930,Best Art Direction,24449,False,The Awakening,,Oscars
1930,Best Art Direction,22821,False,The Patriot,,Oscars
1930,Best Cinematography,21665,True,White Shadows in the South Seas,,Oscars
1930,Best Cinematography,21704,False,4 Devils,,Oscars
1930,Best Cinematography,22872,False,In Old Arizona,,Oscars
1930,Best Cinematography,21997,False,Our Dancing Daughters,,Oscars
1930,Best Cinematography,21704,False,Street Angel,,Oscars
1930,Best Cinematography,21717,False,The Divine Lady,,Oscars
1930,Best Director,24160,True,The Divine Lady,,Oscars
1930,Best Director,24209,False,The Patriot,,Oscars
1930,Best Director,24160,False,Drag,,Oscars
1930,Best Director,24160,False,Weary River,,Oscars
1930,Best Director,22037,False,The Broadway Melody,,Oscars
1930,Best Director,22625,False,In Old Arizona,,Oscars
1930,Best Director,21381,False,Madame X,,Oscars
1930,"Best Writing, Achievement",23969,True,The Patriot,,Oscars
1930,"Best Writing, Achievement",24453,False,A Woman of Affairs,,Oscars
1930,"Best Writing, Achievement",8902,False,In Old Arizona,,Oscars
1930,"Best Writing, Achievement",24200,False,Our Dancing Daughters,,Oscars
1930,"Best Writing, Achievement",22497,False,Sal of Singapore,,Oscars
1930,"Best Writing, Achievement",22497,False,Skyscraper,,Oscars
1930,"Best Writing, Achievement",22497,False,The Cop,,Oscars
1930,"Best Writing, Achievement",23969,False,The Last of Mrs. Cheyney,,Oscars
1930,"Best Writing, Achievement",22497,False,The Leatherneck,,Oscars
1930,"Best Writing, Achievement",8902,False,The Valiant,,Oscars
1930,"Best Writing, Achievement",24453,False,Wonder of Women,,Oscars
1931,Best Actor in a Leading Role,21381,True,A Free Soul,,Oscars
1931,Best Actor in a Leading Role,24446,False,The Front Page,,Oscars
1931,Best Actor in a Leading Role,4334,False,The Royal Family of Broadway,,Oscars
1931,Best Actor in a Leading Role,2086,False,Skippy,,Oscars
1931,Best Actor in a Leading Role,22784,False,Cimarron,,Oscars
1931,Best Actress in a Leading Role,22823,True,Min and Bill,,Oscars
1931,Best Actress in a Leading Role,23438,False,Holiday,,Oscars
1931,Best Actress in a Leading Role,21524,False,Cimarron,,Oscars
1931,Best Actress in a Leading Role,21251,False,Morocco,,Oscars
1931,Best Actress in a Leading Role,25389,False,A Free Soul,,Oscars
1931,Best Art Direction,25218,True,Cimarron,,Oscars
1931,Best Art Direction,23264,False,Just Imagine,,Oscars
1931,Best Art Direction,23423,False,Just Imagine,,Oscars
1931,Best Art Direction,22821,False,Morocco,,Oscars
1931,Best Art Direction,23348,False,Svengali,,Oscars
1931,Best Art Direction,2286,False,Whoopee!,,Oscars
1931,Best Cinematography,21661,True,Tabu: A Story of the South Seas,,Oscars
1931,Best Cinematography,21660,False,Cimarron,,Oscars
1931,Best Cinematography,21675,False,Morocco,,Oscars
1931,Best Cinematography,24397,False,Svengali,,Oscars
1931,Best Cinematography,24009,False,The Right to Love,,Oscars
1931,Best Director,25680,True,Skippy,,Oscars
1931,Best Director,22290,False,A Free Soul,,Oscars
1931,Best Director,25882,False,Morocco,,Oscars
1931,Best Director,24485,False,The Front Page,,Oscars
1931,Best Director,25196,False,Cimarron,,Oscars
1931,"Best Sound, Recording",21241,True,Trader Horn,,Oscars
1931,"Best Sound, Recording",21239,False,Trader Horn,,Oscars
1931,"Best Sound, Recording",21243,False,Trader Horn,,Oscars
1931,"Best Sound, Recording",21240,False,Trader Horn,,Oscars
1931,"Best Sound, Recording",21242,False,Trader Horn,,Oscars
1931,"Best Writing, Adaptation",22917,True,Cimarron,,Oscars
1931,"Best Writing, Adaptation",23712,False,Holiday,,Oscars
1931,"Best Writing, Adaptation",22937,False,Little Caesar,,Oscars
1931,"Best Writing, Adaptation",24072,False,Little Caesar,,Oscars
1931,"Best Writing, Adaptation",21343,False,Skippy,,Oscars
1931,"Best Writing, Adaptation",24517,False,Skippy,,Oscars
1931,"Best Writing, Adaptation",24502,False,The Criminal Code,,Oscars
1931,"Best Writing, Adaptation",24676,False,The Criminal Code,,Oscars
1931,"Best Writing, Original Story",25257,True,The Dawn Patrol,,Oscars
1931,"Best Writing, Original Story",22642,False,Laughter,,Oscars
1931,"Best Writing, Original Story",22807,False,Laughter,,Oscars
1931,"Best Writing, Original Story",25587,False,Laughter,,Oscars
1931,"Best Writing, Original Story",23650,False,Smart Money,,Oscars
1931,"Best Writing, Original Story",23713,False,Smart Money,,Oscars
1931,"Best Writing, Original Story",22298,False,The Doorway to Hell,,Oscars
1931,"Best Writing, Original Story",22261,False,The Public Enemy,,Oscars
1931,"Best Writing, Original Story",23207,False,The Public Enemy,,Oscars
1932,Best Actor in a Leading Role,4334,True,Dr. Jekyll and Mr. Hyde,,Oscars
1932,Best Actor in a Leading Role,21386,True,The Champ,,Oscars
1932,Best Actor in a Leading Role,4248,False,The Guardsman,,Oscars
1932,Best Actress in a Leading Role,3323,True,The Sin of Madelon Claudet,,Oscars
1932,Best Actress in a Leading Role,2751,False,The Guardsman,,Oscars
1932,Best Actress in a Leading Role,22823,False,Emma,,Oscars
1932,Best Art Direction,6770,True,Transatlantic,,Oscars
1932,Best Art Direction,2286,False,Arrowsmith,,Oscars
1932,Best Art Direction,24434,False,À nous la liberté,,Oscars
1932,Best Cinematography,21675,True,Shanghai Express,,Oscars
1932,Best Cinematography,23797,False,Arrowsmith,,Oscars
1932,Best Cinematography,25620,False,Dr. Jekyll and Mr. Hyde,,Oscars
1932,Best Director,22201,True,Bad Girl,,Oscars
1932,Best Director,25882,False,Shanghai Express,,Oscars
1932,Best Director,25864,False,The Champ,,Oscars
1932,"Best Short Subject, Cartoons",155,True,Flowers and Trees,,Oscars
1932,"Best Short Subject, Cartoons",25293,False,It's Got Me Again!,,Oscars
1932,"Best Short Subject, Cartoons",155,False,Mickey's Orphans,,Oscars
1932,"Best Short Subject, Comedy",25102,True,The Music Box,,Oscars
1932,"Best Short Subject, Comedy",25359,False,The Loud Mouth,,Oscars
1932,"Best Short Subject, Novelty",25359,True,Wrestling Swordfish,,Oscars
1932,"Best Sound, Recording",21241,True,Swing High,,Oscars
1932,"Best Sound, Recording",21239,False,Swing High,,Oscars
1932,"Best Sound, Recording",21243,False,Swing High,,Oscars
1932,"Best Sound, Recording",21244,False,Swing High,,Oscars
1932,"Best Writing, Adaptation",22324,True,Bad Girl,,Oscars
1932,"Best Writing, Adaptation",23640,False,Arrowsmith,,Oscars
1932,"Best Writing, Adaptation",23501,False,Dr. Jekyll and Mr. Hyde,,Oscars
1932,"Best Writing, Adaptation",23595,False,Dr. Jekyll and Mr. Hyde,,Oscars
1932,"Best Writing, Original Story",24307,True,The Champ,,Oscars
1932,"Best Writing, Original Story",23785,False,Lady and Gent,,Oscars
1932,"Best Writing, Original Story",24421,False,Lady and Gent,,Oscars
1932,"Best Writing, Original Story",23650,False,The Star Witness,,Oscars
1932,"Best Writing, Original Story",25545,False,What Price Hollywood?,,Oscars
1932,"Best Writing, Original Story",24619,False,What Price Hollywood?,,Oscars
1934,Best Actor in a Leading Role,12054,True,The Private Life of Henry VIII,,Oscars
1934,Best Actor in a Leading Role,21441,False,Berkeley Square,,Oscars
1934,Best Actor in a Leading Role,4795,False,I Am a Fugitive from a Chain Gang,,Oscars
1934,Best Actress in a Leading Role,29,True,Morning Glory,,Oscars
1934,Best Actress in a Leading Role,26143,False,Cavalcade,,Oscars
1934,Best Actress in a Leading Role,25124,False,Lady for a Day,,Oscars
1934,Best Art Direction,22677,True,Cavalcade,,Oscars
1934,Best Art Direction,22821,False,A Farewell to Arms,,Oscars
1934,Best Art Direction,21895,False,A Farewell to Arms,,Oscars
1934,Best Art Direction,23179,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,22017,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,22804,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,25554,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,23044,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,23602,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,22030,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,25793,True,When Ladies Meet,,Oscars
1934,Best Assistant Director,21857,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,23719,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,25431,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,23891,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,25384,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,6639,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,24391,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,22838,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,23691,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,22277,False,When Ladies Meet,,Oscars
1934,Best Assistant Director,25048,False,When Ladies Meet,,Oscars
1934,Best Cinematography,24009,True,A Farewell to Arms,,Oscars
1934,Best Cinematography,21669,False,Reunion in Vienna,,Oscars
1934,Best Cinematography,25620,False,The Sign of the Cross,,Oscars
1934,Best Director,24160,True,Cavalcade,,Oscars
1934,Best Director,21404,False,Lady for a Day,,Oscars
1934,Best Director,21520,False,Little Women,,Oscars
1934,"Best Short Subject, Cartoons",155,True,Three Little Pigs,,Oscars
1934,"Best Short Subject, Cartoons",155,False,Building a Building,,Oscars
1934,"Best Short Subject, Cartoons",24021,False,The Merry Old Soul,,Oscars
1934,"Best Short Subject, Comedy",22276,True,So This Is Harris,,Oscars
1934,"Best Short Subject, Comedy",22276,False,A Preferred List,,Oscars
1934,"Best Short Subject, Comedy",22788,False,Mister Mugg,,Oscars
1934,"Best Short Subject, Novelty",25129,True,Krakatoa,,Oscars
1934,"Best Short Subject, Novelty",25485,False,Menu,,Oscars
1934,"Best Sound, Recording",23434,True,A Farewell to Arms,,Oscars
1934,"Best Sound, Recording",24113,False,42nd Street,,Oscars
1934,"Best Sound, Recording",24113,False,Gold Diggers of 1933,,Oscars
1934,"Best Sound, Recording",24113,False,I Am a Fugitive from a Chain Gang,,Oscars
1934,"Best Writing, Adaptation",23509,True,Little Women,,Oscars
1934,"Best Writing, Adaptation",24340,True,Little Women,,Oscars
1934,"Best Writing, Adaptation",25093,False,Lady for a Day,,Oscars
1934,"Best Writing, Adaptation",23302,False,State Fair,,Oscars
1934,"Best Writing, Adaptation",23637,False,State Fair,,Oscars
1934,"Best Writing, Original Story",24186,True,One Way Passage,,Oscars
1934,"Best Writing, Original Story",24236,False,Rasputin and the Empress,,Oscars
1934,"Best Writing, Original Story",24307,False,The Prizefighter and the Lady,,Oscars
1935,Best Actor in a Leading Role,21254,True,It Happened One Night,,Oscars
1935,Best Actor in a Leading Role,24573,False,The Affairs of Cellini,,Oscars
1935,Best Actor in a Leading Role,21470,False,The Thin Man,,Oscars
1935,Best Actress in a Leading Role,371,True,It Happened One Night,,Oscars
1935,Best Actress in a Leading Role,21,False,Of Human Bondage,,Oscars
1935,Best Actress in a Leading Role,24559,False,One Night of Love,,Oscars
1935,Best Actress in a Leading Role,25389,False,The Barretts of Wimpole Street,,Oscars
1935,Best Art Direction,23179,True,The Merry Widow,,Oscars
1935,Best Art Direction,23616,True,The Merry Widow,,Oscars
1935,Best Art Direction,2286,False,The Affairs of Cellini,,Oscars
1935,Best Art Direction,24924,False,The Gay Divorcee,,Oscars
1935,Best Art Direction,1971,False,The Gay Divorcee,,Oscars
1935,Best Assistant Director,6639,True,Viva Villa!,,Oscars
1935,Best Assistant Director,25679,False,Cleopatra,,Oscars
1935,Best Assistant Director,22030,False,Imitation of Life,,Oscars
1935,Best Cinematography,21699,True,Cleopatra,,Oscars
1935,Best Cinematography,21669,False,Operator 13,,Oscars
1935,Best Cinematography,21589,False,The Affairs of Cellini,,Oscars
1935,Best Director,21404,True,It Happened One Night,,Oscars
1935,Best Director,21780,False,One Night of Love,,Oscars
1935,Best Director,25836,False,The Thin Man,,Oscars
1935,Best Film Editing,24661,True,Eskimo,,Oscars
1935,Best Film Editing,22024,False,Cleopatra,,Oscars
1935,Best Film Editing,24486,False,One Night of Love,,Oscars
1935,"Best Music, Original Song",22552,True,The Gay Divorcee,"For the song ""The Continental"".",Oscars
1935,"Best Music, Original Song",24266,True,The Gay Divorcee,"For the song ""The Continental"".",Oscars
1935,"Best Music, Original Song",26161,False,Flying Down to Rio,"For the song ""Carioca"".",Oscars
1935,"Best Music, Original Song",22883,False,Flying Down to Rio,"For the song ""Carioca"".",Oscars
1935,"Best Music, Original Song",21763,False,Flying Down to Rio,"For the song ""Carioca"".",Oscars
1935,"Best Music, Original Song",21773,False,She Loves Me Not,"For the song ""Love in Bloom"".",Oscars
1935,"Best Music, Original Song",25116,False,She Loves Me Not,"For the song ""Love in Bloom"".",Oscars
1935,"Best Music, Score",25430,True,One Night of Love,,Oscars
1935,"Best Music, Score",21264,False,The Gay Divorcee,,Oscars
1935,"Best Music, Score",21264,False,The Lost Patrol,,Oscars
1935,"Best Short Subject, Cartoons",155,True,The Tortoise and the Hare,,Oscars
1935,"Best Short Subject, Cartoons",24516,False,Holiday Land,,Oscars
1935,"Best Short Subject, Cartoons",24021,False,Jolly Little Elves,,Oscars
1935,"Best Short Subject, Comedy",24249,True,La Cucaracha,,Oscars
1935,"Best Short Subject, Comedy",26032,False,Men in Black,,Oscars
1935,"Best Short Subject, Novelty",26115,True,City of Wax,,Oscars
1935,"Best Short Subject, Novelty",26116,True,City of Wax,,Oscars
1935,"Best Short Subject, Novelty",25485,False,Strikes and Spares,,Oscars
1935,"Best Sound, Recording",24155,True,One Night of Love,,Oscars
1935,"Best Sound, Recording",23434,False,Cleopatra,,Oscars
1935,"Best Sound, Recording",24113,False,Flirtation Walk,,Oscars
1935,"Best Sound, Recording",6052,False,Imitation of Life,,Oscars
1935,"Best Sound, Recording",24596,False,The Affairs of Cellini,,Oscars
1935,"Best Sound, Recording",22819,False,The Gay Divorcee,,Oscars
1935,"Best Sound, Recording",23435,False,The White Parade,,Oscars
1935,"Best Sound, Recording",25388,False,Viva Villa!,,Oscars
1935,"Best Writing, Adaptation",25093,True,It Happened One Night,,Oscars
1935,"Best Writing, Adaptation",23259,False,The Thin Man,,Oscars
1935,"Best Writing, Adaptation",23381,False,The Thin Man,,Oscars
1935,"Best Writing, Adaptation",23502,False,Viva Villa!,,Oscars
1935,"Best Writing, Original Story",22363,True,Manhattan Melodrama,,Oscars
1935,"Best Writing, Original Story",23290,False,Hide-Out,,Oscars
1935,"Best Writing, Original Story",23960,False,The Richest Girl in the World,,Oscars
1936,Best Actor in a Leading Role,24410,True,The Informer,,Oscars
1936,Best Actor in a Leading Role,12054,False,Mutiny on the Bounty,,Oscars
1936,Best Actor in a Leading Role,21254,False,Mutiny on the Bounty,,Oscars
1936,Best Actor in a Leading Role,25759,False,Mutiny on the Bounty,,Oscars
1936,Best Actor in a Leading Role,4795,False,Black Fury,,Oscars
1936,Best Actress in a Leading Role,21,True,Dangerous,,Oscars
1936,Best Actress in a Leading Role,371,False,Private Worlds,,Oscars
1936,Best Actress in a Leading Role,22085,False,Escape Me Never,,Oscars
1936,Best Actress in a Leading Role,29,False,Alice Adams,,Oscars
1936,Best Actress in a Leading Role,24739,False,The Dark Angel,,Oscars
1936,Best Actress in a Leading Role,23619,False,Becky Sharp,,Oscars
1936,Best Art Direction,2286,True,The Dark Angel,,Oscars
1936,Best Art Direction,22821,False,The Lives of a Bengal Lancer,,Oscars
1936,Best Art Direction,21895,False,The Lives of a Bengal Lancer,,Oscars
1936,Best Art Direction,1971,False,Top Hat,,Oscars
1936,Best Art Direction,24924,False,Top Hat,,Oscars
1936,Best Assistant Director,22035,True,The Lives of a Bengal Lancer,,Oscars
1936,Best Assistant Director,26089,True,The Lives of a Bengal Lancer,,Oscars
1936,Best Assistant Director,25547,False,Les Misérables,,Oscars
1936,Best Assistant Director,24673,False,David Copperfield,,Oscars
1936,Best Assistant Director,25410,False,A Midsummer Night's Dream,,Oscars
1936,Best Cinematography,21700,True,A Midsummer Night's Dream,,Oscars
1936,Best Cinematography,23797,False,Barbary Coast,,Oscars
1936,Best Cinematography,21730,False,Les Misérables,,Oscars
1936,Best Cinematography,21699,False,The Crusades,,Oscars
1936,Best Dance Direction,23278,True,Broadway Melody of 1936,,Oscars
1936,Best Dance Direction,23278,True,Folies Bergère de Paris,,Oscars
1936,Best Dance Direction,24965,False,All the King's Horses,,Oscars
1936,Best Dance Direction,22548,False,Broadway Hostess,,Oscars
1936,Best Dance Direction,22548,False,Go Into Your Dance,,Oscars
1936,Best Dance Direction,21391,False,Gold Diggers of 1935,,Oscars
1936,Best Dance Direction,24073,False,King of Burlesque,,Oscars
1936,Best Dance Direction,26187,False,She,,Oscars
1936,Best Dance Direction,24965,False,The Big Broadcast of 1936,,Oscars
1936,Best Dance Direction,24797,False,Top Hat,,Oscars
1936,Best Director,21320,True,The Informer,,Oscars
1936,Best Director,24160,False,Mutiny on the Bounty,,Oscars
1936,Best Director,23474,False,The Lives of a Bengal Lancer,,Oscars
1936,Best Director,21521,False,Captain Blood,,Oscars
1936,Best Film Editing,22707,True,A Midsummer Night's Dream,,Oscars
1936,Best Film Editing,23878,False,David Copperfield,,Oscars
1936,Best Film Editing,24412,False,Les Misérables,,Oscars
1936,Best Film Editing,21609,False,Mutiny on the Bounty,,Oscars
1936,Best Film Editing,23587,False,The Informer,,Oscars
1936,Best Film Editing,23588,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Music, Original Song",25942,True,Gold Diggers of 1935,"For the song ""Lullaby of Broadway"".",Oscars
1936,"Best Music, Original Song",21744,True,Gold Diggers of 1935,"For the song ""Lullaby of Broadway"".",Oscars
1936,"Best Music, Original Song",12275,False,Roberta,"For the song ""Lovely to Look at"".",Oscars
1936,"Best Music, Original Song",22982,False,Roberta,"For the song ""Lovely to Look at"".",Oscars
1936,"Best Music, Original Song",21768,False,Roberta,"For the song ""Lovely to Look at"".",Oscars
1936,"Best Music, Original Song",12021,False,Top Hat,"For the song ""Cheek to Cheek"".",Oscars
1936,"Best Music, Score",21264,True,The Informer,,Oscars
1936,"Best Music, Score",21751,False,Captain Blood,,Oscars
1936,"Best Music, Score",22996,False,Mutiny on the Bounty,,Oscars
1936,"Best Music, Score",25664,False,Peter Ibbetson,,Oscars
1936,"Best Short Subject, Cartoons",155,True,Three Orphan Kittens,,Oscars
1936,"Best Short Subject, Cartoons",23704,False,The Calico Dragon,,Oscars
1936,"Best Short Subject, Cartoons",23442,False,The Calico Dragon,,Oscars
1936,"Best Short Subject, Cartoons",155,False,Who Killed Cock Robin?,,Oscars
1936,"Best Short Subject, Comedy",22464,True,How to Sleep,,Oscars
1936,"Best Short Subject, Comedy",26032,False,"Oh, My Nerves",,Oscars
1936,"Best Short Subject, Comedy",25102,False,Tit for Tat,,Oscars
1936,"Best Short Subject, Novelty",25485,False,Audioscopiks,,Oscars
1936,"Best Sound, Recording",25388,True,Naughty Marietta,,Oscars
1936,"Best Sound, Recording",23975,False,Bride of Frankenstein,,Oscars
1936,"Best Sound, Recording",24113,False,Captain Blood,,Oscars
1936,"Best Sound, Recording",22819,False,I Dream Too Much,,Oscars
1936,"Best Sound, Recording",24155,False,Love Me Forever,,Oscars
1936,"Best Sound, Recording",23435,False,Thanks a Million,,Oscars
1936,"Best Sound, Recording",24596,False,The Dark Angel,,Oscars
1936,"Best Sound, Recording",23434,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Writing, Original Story",23502,True,The Scoundrel,,Oscars
1936,"Best Writing, Original Story",24236,True,The Scoundrel,,Oscars
1936,"Best Writing, Original Story",26178,False,'G' Men,,Oscars
1936,"Best Writing, Original Story",23459,False,Broadway Melody of 1936,,Oscars
1936,"Best Writing, Original Story",23463,False,The Gay Deception,,Oscars
1936,"Best Writing, Original Story",21952,False,The Gay Deception,,Oscars
1936,"Best Writing, Screenplay",24679,True,The Informer,,Oscars
1936,"Best Writing, Screenplay",25118,False,Captain Blood,,Oscars
1936,"Best Writing, Screenplay",23110,False,Mutiny on the Bounty,,Oscars
1936,"Best Writing, Screenplay",23742,False,Mutiny on the Bounty,,Oscars
1936,"Best Writing, Screenplay",26081,False,Mutiny on the Bounty,,Oscars
1936,"Best Writing, Screenplay",21824,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Writing, Screenplay",21977,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Writing, Screenplay",23785,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Writing, Screenplay",24421,False,The Lives of a Bengal Lancer,,Oscars
1936,"Best Writing, Screenplay",26169,False,The Lives of a Bengal Lancer,,Oscars
1937,Best Actor in a Leading Role,4795,True,The Story of Louis Pasteur,,Oscars
1937,Best Actor in a Leading Role,21248,False,Mr. Deeds Goes to Town,,Oscars
1937,Best Actor in a Leading Role,21268,False,San Francisco,,Oscars
1937,Best Actor in a Leading Role,23673,False,Dodsworth,,Oscars
1937,Best Actor in a Leading Role,21470,False,My Man Godfrey,,Oscars
1937,Best Actor in a Supporting Role,344,True,Come and Get It,,Oscars
1937,Best Actor in a Supporting Role,25669,False,The General Died at Dawn,,Oscars
1937,Best Actor in a Supporting Role,21473,False,Romeo and Juliet,,Oscars
1937,Best Actor in a Supporting Role,21945,False,My Man Godfrey,,Oscars
1937,Best Actor in a Supporting Role,22915,False,Pigskin Parade,,Oscars
1937,Best Actress in a Leading Role,24999,True,The Great Ziegfeld,,Oscars
1937,Best Actress in a Leading Role,21457,False,My Man Godfrey,,Oscars
1937,Best Actress in a Leading Role,23161,False,Valiant Is the Word for Carrie,,Oscars
1937,Best Actress in a Leading Role,21524,False,Theodora Goes Wild,,Oscars
1937,Best Actress in a Leading Role,25389,False,Romeo and Juliet,,Oscars
1937,Best Actress in a Supporting Role,25512,True,Anthony Adverse,,Oscars
1937,Best Actress in a Supporting Role,22234,False,My Man Godfrey,,Oscars
1937,Best Actress in a Supporting Role,1547,False,The Gorgeous Hussy,,Oscars
1937,Best Actress in a Supporting Role,23289,False,These Three,,Oscars
1937,Best Actress in a Supporting Role,24778,False,Dodsworth,,Oscars
1937,Best Art Direction,2286,True,Dodsworth,,Oscars
1937,Best Art Direction,23348,False,Anthony Adverse,,Oscars
1937,Best Art Direction,22677,False,Lloyd's of London,,Oscars
1937,Best Art Direction,23179,False,Romeo and Juliet,,Oscars
1937,Best Art Direction,23616,False,Romeo and Juliet,,Oscars
1937,Best Art Direction,26074,False,Romeo and Juliet,,Oscars
1937,Best Art Direction,23179,False,The Great Ziegfeld,,Oscars
1937,Best Art Direction,23692,False,The Great Ziegfeld,,Oscars
1937,Best Art Direction,26074,False,The Great Ziegfeld,,Oscars
1937,Best Art Direction,22637,False,The Magnificent Brute,,Oscars
1937,Best Art Direction,24775,False,The Magnificent Brute,,Oscars
1937,Best Art Direction,22964,False,Winterset,,Oscars
1937,Best Assistant Director,25635,True,The Charge of the Light Brigade,,Oscars
1937,Best Assistant Director,22035,False,The Last of the Mohicans,,Oscars
1937,Best Assistant Director,25547,False,The Garden of Allah,,Oscars
1937,Best Assistant Director,24673,False,San Francisco,,Oscars
1937,Best Assistant Director,22381,False,Anthony Adverse,,Oscars
1937,Best Cinematography,23146,True,Anthony Adverse,,Oscars
1937,Best Cinematography,21699,False,The General Died at Dawn,,Oscars
1937,Best Cinematography,21669,False,The Gorgeous Hussy,,Oscars
1937,Best Dance Direction,22958,True,The Great Ziegfeld,,Oscars
1937,Best Dance Direction,23278,False,Born to Dance,,Oscars
1937,Best Dance Direction,22548,False,Cain and Mabel,,Oscars
1937,Best Dance Direction,24129,False,Dancing Pirate,,Oscars
1937,Best Dance Direction,21391,False,Gold Diggers of 1937,,Oscars
1937,Best Dance Direction,23472,False,One in a Million,,Oscars
1937,Best Dance Direction,24797,False,Swing Time,,Oscars
1937,Best Director,21404,True,Mr. Deeds Goes to Town,,Oscars
1937,Best Director,23982,False,My Man Godfrey,,Oscars
1937,Best Director,24096,False,The Great Ziegfeld,,Oscars
1937,Best Director,25836,False,San Francisco,,Oscars
1937,Best Director,26142,False,Dodsworth,,Oscars
1937,Best Film Editing,22707,True,Anthony Adverse,,Oscars
1937,Best Film Editing,24661,False,A Tale of Two Cities,,Oscars
1937,Best Film Editing,22633,False,Come and Get It,,Oscars
1937,Best Film Editing,24412,False,Lloyd's of London,,Oscars
1937,Best Film Editing,23295,False,The Great Ziegfeld,,Oscars
1937,Best Film Editing,24469,False,Theodora Goes Wild,,Oscars
1937,"Best Music, Original Song",12275,True,Swing Time,"For the song ""The Way You Look Tonight"".",Oscars
1937,"Best Music, Original Song",22982,True,Swing Time,"For the song ""The Way You Look Tonight"".",Oscars
1937,"Best Music, Original Song",12287,False,Born to Dance,"For the song ""I've Got You Under My Skin"".",Oscars
