year,category,nominee_id,winner,title,song_title,award_type
1945,"Best Art Direction-Interior Decoration, Black-and-White",26074,True,Gaslight,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23660,True,Gaslight,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",21985,False,Address Unknown,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23609,False,Address Unknown,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23902,False,Address Unknown,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",22964,False,Casanova Brown,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23551,False,Casanova Brown,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",26025,False,Laura,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23102,False,Laura,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",24152,False,Laura,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",22821,False,No Time for Love,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",25819,False,No Time for Love,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",22536,False,No Time for Love,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23900,False,Since You Went Away,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",23121,False,Since You Went Away,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",22637,False,Step Lively,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",1971,False,Step Lively,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",25428,False,Step Lively,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",22400,False,Step Lively,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",21570,False,The Adventures of Mark Twain,,Oscars
1945,"Best Art Direction-Interior Decoration, Black-and-White",24257,False,The Adventures of Mark Twain,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",23690,True,Wilson,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24152,True,Wilson,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",21985,False,Cover Girl,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24741,False,Cover Girl,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",21955,False,Cover Girl,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",23179,False,Kismet,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",22420,False,Kismet,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",26074,False,Kismet,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24848,False,Kismet,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",22821,False,Lady in the Dark,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",22828,False,Lady in the Dark,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24602,False,Lady in the Dark,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",23256,False,The Climax,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",23247,False,The Climax,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",23148,False,The Climax,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",25970,False,The Climax,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24704,False,The Desert Song,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",24382,False,The Desert Song,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",22950,False,The Princess and the Pirate,,Oscars
1945,"Best Art Direction-Interior Decoration, Color",22270,False,The Princess and the Pirate,,Oscars
1945,"Best Cinematography, Black-and-White",21689,True,Laura,,Oscars
1945,"Best Cinematography, Black-and-White",21717,False,Double Indemnity,,Oscars
1945,"Best Cinematography, Black-and-White",25895,False,Dragon Seed,,Oscars
1945,"Best Cinematography, Black-and-White",21713,False,Gaslight,,Oscars
1945,"Best Cinematography, Black-and-White",4190,False,Going My Way,,Oscars
1945,"Best Cinematography, Black-and-White",24263,False,Lifeboat,,Oscars
1945,"Best Cinematography, Black-and-White",21658,False,Since You Went Away,,Oscars
1945,"Best Cinematography, Black-and-White",21675,False,Since You Went Away,,Oscars
1945,"Best Cinematography, Black-and-White",24009,False,The Uninvited,,Oscars
1945,"Best Cinematography, Black-and-White",21669,False,The White Cliffs of Dover,,Oscars
1945,"Best Cinematography, Black-and-White",21727,False,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Cinematography, Black-and-White",21711,False,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Cinematography, Color",21719,True,Wilson,,Oscars
1945,"Best Cinematography, Color",21693,False,Cover Girl,,Oscars
1945,"Best Cinematography, Color",22681,False,Cover Girl,,Oscars
1945,"Best Cinematography, Color",21660,False,Home in Indiana,,Oscars
1945,"Best Cinematography, Color",21589,False,Kismet,,Oscars
1945,"Best Cinematography, Color",21709,False,Lady in the Dark,,Oscars
1945,"Best Cinematography, Color",21669,False,Meet Me in St. Louis,,Oscars
1945,Best Director,24373,True,Going My Way,,Oscars
1945,Best Director,31,False,Lifeboat,,Oscars
1945,Best Director,21357,False,Double Indemnity,,Oscars
1945,Best Director,23896,False,Wilson,,Oscars
1945,Best Director,24953,False,Laura,,Oscars
1945,"Best Effects, Special Effects",23194,True,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Effects, Special Effects",23724,True,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Effects, Special Effects",24666,True,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Effects, Special Effects",25388,True,Thirty Seconds Over Tokyo,,Oscars
1945,"Best Effects, Special Effects",25908,False,Days of Glory,,Oscars
1945,"Best Effects, Special Effects",25591,False,Days of Glory,,Oscars
1945,"Best Effects, Special Effects",3079,False,Days of Glory,,Oscars
1945,"Best Effects, Special Effects",21859,False,Secret Command,,Oscars
1945,"Best Effects, Special Effects",22583,False,Secret Command,,Oscars
1945,"Best Effects, Special Effects",26132,False,Secret Command,,Oscars
1945,"Best Effects, Special Effects",24282,False,Secret Command,,Oscars
1945,"Best Effects, Special Effects",23979,False,Secret Command,,Oscars
1945,"Best Effects, Special Effects",22584,False,Since You Went Away,,Oscars
1945,"Best Effects, Special Effects",23760,False,Since You Went Away,,Oscars
1945,"Best Effects, Special Effects",22754,False,The Adventures of Mark Twain,,Oscars
1945,"Best Effects, Special Effects",22617,False,The Adventures of Mark Twain,,Oscars
1945,"Best Effects, Special Effects",24113,False,The Adventures of Mark Twain,,Oscars
1945,"Best Effects, Special Effects",22873,False,The Story of Dr. Wassell,,Oscars
1945,"Best Effects, Special Effects",23739,False,The Story of Dr. Wassell,,Oscars
1945,"Best Effects, Special Effects",22852,False,The Story of Dr. Wassell,,Oscars
1945,"Best Effects, Special Effects",25364,False,Wilson,,Oscars
1945,"Best Effects, Special Effects",21566,False,Wilson,,Oscars
1945,Best Film Editing,24412,True,Wilson,,Oscars
1945,Best Film Editing,25605,False,Going My Way,,Oscars
1945,Best Film Editing,24311,False,Janie,,Oscars
1945,Best Film Editing,23346,False,None But the Lonely Heart,,Oscars
1945,Best Film Editing,23877,False,Since You Went Away,,Oscars
1945,Best Film Editing,24665,False,Since You Went Away,,Oscars
1945,"Best Music, Original Song",1016,True,Going My Way,"For the song ""Swinging on a Star"".",Oscars
1945,"Best Music, Original Song",22326,True,Going My Way,"For the song ""Swinging on a Star"".",Oscars
1945,"Best Music, Original Song",22012,False,Brazil,"For the song ""Rio de Janeiro"".",Oscars
1945,"Best Music, Original Song",25948,False,Brazil,"For the song ""Rio de Janeiro"".",Oscars
1945,"Best Music, Original Song",12275,False,Cover Girl,"For the song ""Long Ago and Far Away"".",Oscars
1945,"Best Music, Original Song",13031,False,Cover Girl,"For the song ""Long Ago and Far Away"".",Oscars
1945,"Best Music, Original Song",12296,False,Follow the Boys,"For the song ""I'll Walk Alone"".",Oscars
1945,"Best Music, Original Song",988,False,Follow the Boys,"For the song ""I'll Walk Alone"".",Oscars
1945,"Best Music, Original Song",21768,False,Higher and Higher,"For the song ""I Couldn't Sleep a Wink Last Night"".",Oscars
1945,"Best Music, Original Song",21836,False,Higher and Higher,"For the song ""I Couldn't Sleep a Wink Last Night"".",Oscars
1945,"Best Music, Original Song",23747,False,Hollywood Canteen,"For the song ""Sweet Dreams Sweetheart"".",Oscars
1945,"Best Music, Original Song",23929,False,Hollywood Canteen,"For the song ""Sweet Dreams Sweetheart"".",Oscars
1945,"Best Music, Original Song",24926,False,"Lady, Let's Dance","For the song ""Silver Shadows and Golden Dreams"".",Oscars
1945,"Best Music, Original Song",24667,False,"Lady, Let's Dance","For the song ""Silver Shadows and Golden Dreams"".",Oscars
1945,"Best Music, Original Song",22142,False,Meet Me in St. Louis,,Oscars
1945,"Best Music, Original Song",24327,False,Meet Me in St. Louis,,Oscars
1945,"Best Music, Original Song",25058,False,Minstrel Man,"For the song ""Remember Me to Carolina"".",Oscars
1945,"Best Music, Original Song",14404,False,Minstrel Man,"For the song ""Remember Me to Carolina"".",Oscars
1945,"Best Music, Original Song",23875,False,Song of the Open Road,"For the song ""Too Much in Love"".",Oscars
1945,"Best Music, Original Song",23122,False,Song of the Open Road,"For the song ""Too Much in Love"".",Oscars
1945,"Best Music, Original Song",24539,False,Sweet and Low-Down,"For the song ""I'm Making Believe"".",Oscars
1945,"Best Music, Original Song",23272,False,Sweet and Low-Down,"For the song ""I'm Making Believe"".",Oscars
1945,"Best Music, Original Song",12092,False,Up in Arms,"For the song ""Now I Know"".",Oscars
1945,"Best Music, Original Song",23929,False,Up in Arms,"For the song ""Now I Know"".",Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21264,True,Since You Went Away,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21784,False,Address Unknown,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21787,False,Address Unknown,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",24014,False,Casanova Brown,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21778,False,Christmas Holiday,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",11983,False,Double Indemnity,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21785,False,It Happened Tomorrow,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",25069,False,Jack London,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21786,False,Kismet,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21737,False,None But the Lonely Heart,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21747,False,None But the Lonely Heart,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",23393,False,Summer Storm,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21264,False,The Adventures of Mark Twain,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",12300,False,The Bridge of San Luis Rey,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",5735,False,The Fighting Seabees,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21547,False,The Fighting Seabees,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",24474,False,The Hairy Ape,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",24831,False,The Hairy Ape,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",5575,False,The Princess and the Pirate,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",11983,False,The Woman of the Town,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",21758,False,Three Russian Girls,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",24831,False,Up in Mabel's Room,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",24474,False,Voice in the Wind,,Oscars
1945,"Best Music, Scoring of a Dramatic or Comedy Picture",11980,False,Wilson,,Oscars
1945,"Best Music, Scoring of a Musical Picture",22816,True,Cover Girl,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21784,True,Cover Girl,,Oscars
1945,"Best Music, Scoring of a Musical Picture",5735,False,Brazil,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21737,False,Higher and Higher,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21760,False,Hollywood Canteen,,Oscars
1945,"Best Music, Scoring of a Musical Picture",11980,False,Irish Eyes Are Smiling,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21761,False,Knickerbocker Holiday,,Oscars
1945,"Best Music, Scoring of a Musical Picture",25982,False,Knickerbocker Holiday,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21743,False,Lady in the Dark,,Oscars
1945,"Best Music, Scoring of a Musical Picture",23851,False,"Lady, Let's Dance",,Oscars
1945,"Best Music, Scoring of a Musical Picture",21783,False,Meet Me in St. Louis,,Oscars
1945,"Best Music, Scoring of a Musical Picture",22913,False,Minstrel Man,,Oscars
1945,"Best Music, Scoring of a Musical Picture",23343,False,Minstrel Man,,Oscars
1945,"Best Music, Scoring of a Musical Picture",24457,False,Sensations of 1945,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21772,False,Song of the Open Road,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21778,False,The Merry Monahans,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21750,False,Up in Arms,,Oscars
1945,"Best Music, Scoring of a Musical Picture",21760,False,Up in Arms,,Oscars
1945,"Best Short Subject, Cartoons",24985,True,Mouse Trouble,,Oscars
1945,"Best Short Subject, Cartoons",24792,False,And to Think That I Saw It on Mulberry Street,,Oscars
1945,"Best Short Subject, Cartoons",24021,False,Fish Fry,,Oscars
1945,"Best Short Subject, Cartoons",155,False,How to Play Football,,Oscars
1945,"Best Short Subject, Cartoons",25699,False,My Boy Johnny,,Oscars
1945,"Best Short Subject, One-reel",22934,True,Who's Who in Animal Land,,Oscars
1945,"Best Short Subject, One-reel",25557,False,50th Anniversary of Motion Pictures,,Oscars
1945,"Best Short Subject, One-reel",25037,False,Blue-Grass Gentlemen,,Oscars
1945,"Best Short Subject, One-reel",23602,False,Jammin' the Blues,,Oscars
1945,"Best Short Subject, One-reel",25485,False,Movie Pests,,Oscars
1945,"Best Short Subject, Two-reel",23602,True,I Won't Play,,Oscars
1945,"Best Short Subject, Two-reel",23448,False,Bombalera,,Oscars
1945,"Best Short Subject, Two-reel",22253,False,Main Street Today,,Oscars
1945,"Best Sound, Recording",23435,True,Wilson,,Oscars
1945,"Best Sound, Recording",22154,False,Brazil,,Oscars
1945,"Best Sound, Recording",24596,False,Casanova Brown,,Oscars
1945,"Best Sound, Recording",24155,False,Cover Girl,,Oscars
1945,"Best Sound, Recording",25215,False,Double Indemnity,,Oscars
1945,"Best Sound, Recording",22287,False,His Butler's Sister,,Oscars
1945,"Best Sound, Recording",24113,False,Hollywood Canteen,,Oscars
1945,"Best Sound, Recording",26040,False,It Happened Tomorrow,,Oscars
1945,"Best Sound, Recording",25388,False,Kismet,,Oscars
1945,"Best Sound, Recording",22843,False,Music in Manhattan,,Oscars
1945,"Best Sound, Recording",22653,False,Voice in the Wind,,Oscars
1945,"Best Writing, Original Screenplay",25780,True,Wilson,,Oscars
1945,"Best Writing, Original Screenplay",21560,False,Hail the Conquering Hero,,Oscars
1945,"Best Writing, Original Screenplay",21560,False,The Miracle of Morgan's Creek,,Oscars
1945,"Best Writing, Original Screenplay",22545,False,Two Girls and a Sailor,,Oscars
1945,"Best Writing, Original Screenplay",24079,False,Two Girls and a Sailor,,Oscars
1945,"Best Writing, Original Screenplay",22362,False,Wing and a Prayer,,Oscars
1945,"Best Writing, Original Story",24373,True,Going My Way,,Oscars
1945,"Best Writing, Original Story",22174,False,A Guy Named Joe,,Oscars
1945,"Best Writing, Original Story",25538,False,A Guy Named Joe,,Oscars
1945,"Best Writing, Original Story",25561,False,Lifeboat,,Oscars
1945,"Best Writing, Original Story",24664,False,None Shall Escape,,Oscars
1945,"Best Writing, Original Story",25705,False,None Shall Escape,,Oscars
1945,"Best Writing, Original Story",22791,False,The Fighting Sullivans,,Oscars
1945,"Best Writing, Original Story",25284,False,The Fighting Sullivans,,Oscars
1945,"Best Writing, Screenplay",22351,True,Going My Way,,Oscars
1945,"Best Writing, Screenplay",22425,True,Going My Way,,Oscars
1945,"Best Writing, Screenplay",22441,False,Double Indemnity,,Oscars
1945,"Best Writing, Screenplay",21357,False,Double Indemnity,,Oscars
1945,"Best Writing, Screenplay",21977,False,Gaslight,,Oscars
1945,"Best Writing, Screenplay",23017,False,Gaslight,,Oscars
1945,"Best Writing, Screenplay",25835,False,Gaslight,,Oscars
1945,"Best Writing, Screenplay",22818,False,Laura,,Oscars
1945,"Best Writing, Screenplay",23595,False,Laura,,Oscars
1945,"Best Writing, Screenplay",25043,False,Laura,,Oscars
1945,"Best Writing, Screenplay",22244,False,Meet Me in St. Louis,,Oscars
1945,"Best Writing, Screenplay",22994,False,Meet Me in St. Louis,,Oscars
1946,Best Actor in a Leading Role,523,True,The Lost Weekend,,Oscars
1946,Best Actor in a Leading Role,12030,False,The Bells of St. Mary's,,Oscars
1946,Best Actor in a Leading Role,24817,False,A Song to Remember,,Oscars
1946,Best Actor in a Leading Role,33,False,Anchors Aweigh,,Oscars
1946,Best Actor in a Leading Role,39,False,The Keys of the Kingdom,,Oscars
1946,Best Actor in a Supporting Role,21820,True,A Tree Grows in Brooklyn,,Oscars
1946,Best Actor in a Supporting Role,24639,False,A Medal for Benny,,Oscars
1946,Best Actor in a Supporting Role,22654,False,The Corn Is Green,,Oscars
1946,Best Actor in a Supporting Role,22461,False,Spellbound,,Oscars
1946,Best Actor in a Supporting Role,21263,False,Story of G.I. Joe,,Oscars
1946,Best Actress in a Leading Role,21413,True,Mildred Pierce,,Oscars
1946,Best Actress in a Leading Role,21267,False,Leave Her to Heaven,,Oscars
1946,Best Actress in a Leading Role,21530,False,The Valley of Decision,,Oscars
1946,Best Actress in a Leading Role,18,False,The Bells of St. Mary's,,Oscars
1946,Best Actress in a Leading Role,23787,False,Love Letters,,Oscars
1946,Best Actress in a Supporting Role,25059,True,National Velvet,,Oscars
1946,Best Actress in a Supporting Role,487,False,The Picture of Dorian Gray,,Oscars
1946,Best Actress in a Supporting Role,21510,False,Mildred Pierce,,Oscars
1946,Best Actress in a Supporting Role,296,False,Mildred Pierce,,Oscars
1946,Best Actress in a Supporting Role,24190,False,The Corn Is Green,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",23690,True,Blood on the Sun,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22981,True,Blood on the Sun,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22637,False,Experiment Perilous,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",24749,False,Experiment Perilous,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",25428,False,Experiment Perilous,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22400,False,Experiment Perilous,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22821,False,Love Letters,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",21895,False,Love Letters,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22536,False,Love Letters,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",24602,False,Love Letters,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22018,False,The Keys of the Kingdom,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22677,False,The Keys of the Kingdom,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",24152,False,The Keys of the Kingdom,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",23657,False,The Keys of the Kingdom,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",23179,False,The Picture of Dorian Gray,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",24873,False,The Picture of Dorian Gray,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",26074,False,The Picture of Dorian Gray,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",22188,False,The Picture of Dorian Gray,,Oscars
1946,"Best Art Direction-Interior Decoration, Black-and-White",23665,False,The Picture of Dorian Gray,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",22821,True,Frenchman's Creek,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",22950,True,Frenchman's Creek,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",22536,True,Frenchman's Creek,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",23264,False,A Thousand and One Nights,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",25573,False,A Thousand and One Nights,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",25799,False,A Thousand and One Nights,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",26025,False,Leave Her to Heaven,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",25010,False,Leave Her to Heaven,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",24152,False,Leave Her to Heaven,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",23179,False,National Velvet,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",24379,False,National Velvet,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",26074,False,National Velvet,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",23333,False,National Velvet,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",25491,False,San Antonio,,Oscars
1946,"Best Art Direction-Interior Decoration, Color",24382,False,San Antonio,,Oscars
1946,"Best Cinematography, Black-and-White",21726,True,The Picture of Dorian Gray,,Oscars
1946,"Best Cinematography, Black-and-White",21680,False,Mildred Pierce,,Oscars
1946,"Best Cinematography, Black-and-White",21997,False,Spellbound,,Oscars
1946,"Best Cinematography, Black-and-White",24491,False,The Keys of the Kingdom,,Oscars
1946,"Best Cinematography, Black-and-White",21717,False,The Lost Weekend,,Oscars
1946,"Best Cinematography, Color",21719,True,Leave Her to Heaven,,Oscars
1946,"Best Cinematography, Color",23146,False,A Song to Remember,,Oscars
1946,"Best Cinematography, Color",22681,False,A Song to Remember,,Oscars
1946,"Best Cinematography, Color",24912,False,Anchors Aweigh,,Oscars
1946,"Best Cinematography, Color",22223,False,Anchors Aweigh,,Oscars
1946,"Best Cinematography, Color",25483,False,National Velvet,,Oscars
1946,"Best Cinematography, Color",21997,False,The Spanish Main,,Oscars
1946,Best Director,21357,True,The Lost Weekend,,Oscars
1946,Best Director,31,False,Spellbound,,Oscars
1946,Best Director,22290,False,National Velvet,,Oscars
1946,Best Director,25056,False,The Southerner,,Oscars
1946,Best Director,24373,False,The Bells of St. Mary's,,Oscars
1946,"Best Effects, Special Effects",23104,True,Wonder Man,,Oscars
1946,"Best Effects, Special Effects",23760,True,Wonder Man,,Oscars
1946,"Best Effects, Special Effects",22354,False,A Thousand and One Nights,,Oscars
1946,"Best Effects, Special Effects",22187,False,A Thousand and One Nights,,Oscars
1946,"Best Effects, Special Effects",25364,False,Captain Eddie,,Oscars
1946,"Best Effects, Special Effects",23413,False,Captain Eddie,,Oscars
1946,"Best Effects, Special Effects",21566,False,Captain Eddie,,Oscars
1946,"Best Effects, Special Effects",24093,False,Captain Eddie,,Oscars
1946,"Best Effects, Special Effects",22584,False,Spellbound,,Oscars
1946,"Best Effects, Special Effects",23194,False,They Were Expendable,,Oscars
1946,"Best Effects, Special Effects",23724,False,They Were Expendable,,Oscars
1946,"Best Effects, Special Effects",24243,False,They Were Expendable,,Oscars
1946,"Best Effects, Special Effects",25564,False,They Were Expendable,,Oscars
1946,Best Film Editing,23878,True,National Velvet,,Oscars
1946,Best Film Editing,24658,False,A Song to Remember,,Oscars
1946,Best Film Editing,1133,False,"Objective, Burma!",,Oscars
1946,Best Film Editing,21555,False,The Bells of St. Mary's,,Oscars
1946,Best Film Editing,23454,False,The Lost Weekend,,Oscars
1946,"Best Music, Original Song",12289,True,State Fair,"For the song ""It Might as Well Be Spring""",Oscars
1946,"Best Music, Original Song",13156,True,State Fair,"For the song ""It Might as Well Be Spring""",Oscars
1946,"Best Music, Original Song",12296,False,Anchors Aweigh,"For the song ""I Fall in Love Too Easily""",Oscars
1946,"Best Music, Original Song",988,False,Anchors Aweigh,"For the song ""I Fall in Love Too Easily""",Oscars
1946,"Best Music, Original Song",1016,False,Belle of the Yukon,"For the song ""Sleighride in July""",Oscars
1946,"Best Music, Original Song",22326,False,Belle of the Yukon,"For the song ""Sleighride in July""",Oscars
1946,"Best Music, Original Song",12275,False,Can't Help Singing,"For the song ""More and More""",Oscars
1946,"Best Music, Original Song",23437,False,Can't Help Singing,"For the song ""More and More""",Oscars
1946,"Best Music, Original Song",23875,False,Earl Carroll Vanities,"For the song ""Endlessly""",Oscars
1946,"Best Music, Original Song",23122,False,Earl Carroll Vanities,"For the song ""Endlessly""",Oscars
1946,"Best Music, Original Song",12092,False,Here Come the Waves,"For the song ""Accentuate the Positive""",Oscars
1946,"Best Music, Original Song",12281,False,Here Come the Waves,"For the song ""Accentuate the Positive""",Oscars
1946,"Best Music, Original Song",21271,False,Love Letters,"For the song ""Love Letters""",Oscars
1946,"Best Music, Original Song",23561,False,Love Letters,"For the song ""Love Letters""",Oscars
1946,"Best Music, Original Song",21760,False,San Antonio,"For the song ""Some Sunday Morning""",Oscars
1946,"Best Music, Original Song",23747,False,San Antonio,"For the song ""Some Sunday Morning""",Oscars
1946,"Best Music, Original Song",23929,False,San Antonio,"For the song ""Some Sunday Morning""",Oscars
1946,"Best Music, Original Song",26134,False,Sing Your Way Home,"For the song ""I'll Buy That Dream""",Oscars
1946,"Best Music, Original Song",24266,False,Sing Your Way Home,"For the song ""I'll Buy That Dream""",Oscars
1946,"Best Music, Original Song",25146,False,Story of G.I. Joe,"For the song ""Linda""",Oscars
1946,"Best Music, Original Song",1016,False,The Bells of St. Mary's,"For the song ""Aren't You Glad You're You""",Oscars
1946,"Best Music, Original Song",22326,False,The Bells of St. Mary's,"For the song ""Aren't You Glad You're You""",Oscars
1946,"Best Music, Original Song",12296,False,Tonight and Every Night,"For the song ""Anywhere""",Oscars
1946,"Best Music, Original Song",988,False,Tonight and Every Night,"For the song ""Anywhere""",Oscars
1946,"Best Music, Original Song",24157,False,Why Girls Leave Home,"For the song ""The Cat and the Canary""",Oscars
1946,"Best Music, Original Song",22925,False,Why Girls Leave Home,"For the song ""The Cat and the Canary""",Oscars
1946,"Best Music, Original Song",5575,False,Wonder Man,"For the song ""So in Love""",Oscars
1946,"Best Music, Original Song",25116,False,Wonder Man,"For the song ""So in Love""",Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",11983,True,Spellbound,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",11983,False,A Song to Remember,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",21784,False,A Song to Remember,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",21750,False,Brewster's Millions,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",23731,False,Captain Kidd,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",21739,False,Flame of Barbary Coast,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",25337,False,Flame of Barbary Coast,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",23851,False,G.I. Honeymoon,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",21735,False,Guest Wife,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",23731,False,Guest in the House,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",21271,False,Love Letters,,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",11984,False,"Objective, Burma!",,Oscars
1946,"Best Music, Scoring of a Dramatic or Comedy Picture",25672,False,Paris Underground,,Oscars
