year	category	nominee	win	performance	nominee_id
1992	Best Musical	Roger Horchow	Winner	Crazy For You	roger-horchow-23697
1992	Best Musical	Elizabeth Williams	Winner	Crazy For You	elizabeth-williams-21816
1992	Best Musical	Barry & Fran Weissler	Nominee	Falsettos	barry-fran-weissler-21259
1992	Best Musical	Cameron Mackintosh	Nominee	Five Guys Named Moe	cameron-mackintosh-21395
1992	Best Musical	Margo Lion	Nominee	Jelly's Last Jam	margo-lion-23050
1992	Best Musical	Pamela Koslow	Nominee	Jelly's Last Jam	pamela-koslow-23398
1992	Best Musical	PolyGram Diversified Entertainment	Nominee	Jelly's Last Jam	polygram-diversified-entertainment-20734
1992	Best Musical	126 Second Avenue Corporation	Nominee	Jelly's Last Jam	126-second-avenue-corporation-20000
1992	Best Musical	Hal Luftig	Nominee	Jelly's Last Jam	hal-luftig-22131
1992	Best Musical	Rodger Hess	Nominee	Jelly's Last Jam	rodger-hess-23693
1992	Best Musical	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President; Paul Libin: Producing Director; Jack Viertel: Creative Director)	Nominee	Jelly's Last Jam	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-paul-libin-producing-director-jack-viertel-creative-director-20447
1992	Best Musical	TV Asahi	Nominee	Jelly's Last Jam	tv-asahi-20884
1992	Best Musical	Herb Alpert	Nominee	Jelly's Last Jam	herb-alpert-22254
1992	Best Direction of a Musical	Jerry Zaks	Winner	Guys and Dolls	jerry-zaks-16571
1992	Best Direction of a Musical	Mike Ockrent	Nominee	Crazy For You	mike-ockrent-15804
1992	Best Direction of a Musical	James Lapine	Nominee	Falsettos	james-lapine-6607
1992	Best Direction of a Musical	George C. Wolfe	Nominee	Jelly's Last Jam	george-c-wolfe-5792
1992	Best Book of a Musical	William Finn	Winner	Falsettos	william-finn-9128
1992	Best Book of a Musical	James Lapine	Winner	Falsettos	james-lapine-6607
1992	Best Book of a Musical	Ken Ludwig	Nominee	Crazy For You	ken-ludwig-7069
1992	Best Book of a Musical	Clarke Peters	Nominee	Five Guys Named Moe	clarke-peters-4859
1992	Best Book of a Musical	George C. Wolfe	Nominee	Jelly's Last Jam	george-c-wolfe-5792
1992	Best Original Score	William Finn	Winner	Falsettos	william-finn-9128
1992	Best Original Score	William Finn	Winner	Falsettos	william-finn-9128
1992	Best Original Score	Susan Birkenhead	Nominee	Jelly's Last Jam	susan-birkenhead-12753
1992	Best Original Score	Luther Henderson	Nominee	Jelly's Last Jam	luther-henderson-11837
1992	Best Original Score	Jelly Roll Morton	Nominee	Jelly's Last Jam	jelly-roll-morton-12166
1992	Best Original Score	Agata Miklaszewska	Nominee	Metro	agata-miklaszewska-3915
1992	Best Original Score	Maryna Miklaszewska	Nominee	Metro	maryna-miklaszewska-7616
1992	Best Original Score	Mary Bracken Phillips	Nominee	Metro	mary-bracken-phillips-9892
1992	Best Original Score	Janusz Stoklosa	Nominee	Metro	janusz-stoklosa-12451
1992	Best Original Score	Richard Maltby, Jr.	Nominee	Nick & Nora	richard-maltby-jr-11088
1992	Best Original Score	Charles Strouse	Nominee	Nick & Nora	charles-strouse-12463
1992	Best Scenic Design	Tony Walton	Winner	Guys and Dolls	tony-walton-25417
1992	Best Scenic Design	John Lee Beatty	Nominee	A Small Family Business	john-lee-beatty-26041
1992	Best Scenic Design	Joe Vanek	Nominee	Dancing at Lughnasa	joe-vanek-25391
1992	Best Scenic Design	Robin Wagner	Nominee	Jelly's Last Jam	robin-wagner-26561
1992	Best Costume Design	William Ivey Long	Winner	Crazy For You	william-ivey-long-25067
1992	Best Costume Design	Joe Vanek	Nominee	Dancing at Lughnasa	joe-vanek-25391
1992	Best Costume Design	Toni-Leslie James	Nominee	Jelly's Last Jam	toni-leslie-james-24978
1992	Best Costume Design	Jane Greenwood	Nominee	Two Shakespearean Actors	jane-greenwood-24916
1992	Best Lighting Design	Jules Fisher	Winner	Jelly's Last Jam	jules-fisher-7001
1992	Best Lighting Design	Paul Gallo	Nominee	Crazy For You	paul-gallo-25665
1992	Best Lighting Design	Richard Pilbrow	Nominee	Four Baboons Adoring the Sun	richard-pilbrow-25550
1992	Best Lighting Design	Paul Gallo	Nominee	Guys and Dolls	paul-gallo-25665
1992	Best Choreography	Susan Stroman	Winner	Crazy For You	susan-stroman-1470
1992	Best Choreography	Terry John Bates	Nominee	Dancing at Lughnasa	terry-john-bates-1042
1992	Best Choreography	Christopher Chadman	Nominee	Guys and Dolls	christopher-chadman-14401
1992	Best Choreography	Hope Clarke	Nominee	Jelly's Last Jam	hope-clarke-1101
1992	Best Choreography	Gregory Hines	Nominee	Jelly's Last Jam	gregory-hines-1225
1992	Best Choreography	Ted L. Levy	Nominee	Jelly's Last Jam	ted-l-levy-1272
1992	Best Revival	Roger Berlind	Winner	Guys and Dolls	roger-berlind-23702
1992	Best Revival	Dodger Productions	Winner	Guys and Dolls	dodger-productions-107757
1992	Best Revival	The John F. Kennedy Center for the Performing Arts	Winner	Guys and Dolls	the-john-f-kennedy-center-for-the-performing-arts-20439
1992	Best Revival	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President; Paul Libin: Producing Director; Jack Viertel: Creative Director)	Winner	Guys and Dolls	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-paul-libin-producing-director-jack-viertel-creative-director-20447
1992	Best Revival	Kardana Productions	Winner	Guys and Dolls	kardana-productions-20452
1992	Best Revival	TV Asahi	Winner	Guys and Dolls	tv-asahi-20884
1992	Best Revival	Circle in the Square (Theodore Mann: Artistic Director; Robert A. Buckley: Managing Director; Paul Libin: Consulting Producer)	Nominee	On Borrowed Time	circle-in-the-square-theodore-mann-artistic-director-robert-a-buckley-managing-director-paul-libin-consulting-producer-70919
1992	Best Revival	Center Theatre Group / Ahmanson Theatre (Gordon Davidson, Artistic/Producing Director)	Nominee	The Most Happy Fella	center-theatre-group--ahmanson-theatre-gordon-davidson-artistic-producing-director-20035
1992	Best Revival	The Goodspeed Opera House (Michael P. Price, Executive Producer)	Nominee	The Most Happy Fella	the-goodspeed-opera-house-michael-p-price-executive-producer-20348
1992	Best Revival	Japan Satellite Broadcasting, Inc.	Nominee	The Most Happy Fella	japan-satellite-broadcasting-inc-73318
1992	Best Revival	Lincoln Center Theater (André Bishop: Artistic Director; Bernard Gersten: Executive Producer)	Nominee	The Most Happy Fella	lincoln-center-theater-andr-bishop-artistic-director-bernard-gersten-executive-producer-20494
1992	Best Revival	The Shubert Organization (Gerald Schoenfeld: Chairman; Bernard B. Jacobs: President)	Nominee	The Most Happy Fella	the-shubert-organization-gerald-schoenfeld-chairman-bernard-b-jacobs-president-72107
1992	Best Revival	Stagevision	Nominee	The Most Happy Fella	stagevision-20428
1992	Best Revival	The Roundabout Theatre Company (Todd Haimes: Producing Director; Gene Feist: Founding Director)	Nominee	The Visit	the-roundabout-theatre-company-todd-haimes-producing-director-gene-feist-founding-director-71059
1992	Regional Theatre Award	The Goodman Theatre (Robert Falls, Artistic Director; Roche Schulfer, Managing Director)	Recipient	No Associated Performance
1992	Tony Honor for Excellence in the Theatre	Lore Noto	Recipient	No Associated Performance
1992	Tony Honor for Excellence in the Theatre	Donald V. Thompson	Recipient	No Associated Performance
1991	Best Actor in Play	Nigel Hawthorne	Winner	Shadowlands	nigel-hawthorne-44566
1991	Best Actor in Play	Tom McGowan	Nominee	La Bête	tom-mcgowan-69917
1991	Best Actor in Play	Peter Frechette	Nominee	Our Country's Good	peter-frechette-41249
1991	Best Actor in Play	Courtney B. Vance	Nominee	Six Degrees of Separation	courtney-b-vance-74689
1991	Best Actress in a Play	Mercedes Ruehl	Winner	Lost in Yonkers	mercedes-ruehl-58615
1991	Best Actress in a Play	Julie Harris	Nominee	Lucifer's Child	julie-harris-44243
1991	Best Actress in a Play	Cherry Jones	Nominee	Our Country's Good	cherry-jones-47147
1991	Best Actress in a Play	Stockard Channing	Nominee	Six Degrees of Separation	stockard-channing-35030
1991	Best Featured Actor in a Play	Kevin Spacey	Winner	Lost in Yonkers	kevin-spacey-60628
1991	Best Featured Actor in a Play	Adam Arkin	Nominee	I Hate Hamlet	adam-arkin-74906
1991	Best Featured Actor in a Play	Dylan Baker	Nominee	La Bête	dylan-baker-75309
1991	Best Featured Actor in a Play	Stephen Lang	Nominee	The Speed of Darkness	stephen-lang-48898
1991	Best Featured Actress in a Play	Irene Worth	Winner	Lost in Yonkers	irene-worth-65663
1991	Best Featured Actress in a Play	Amelia Campbell	Nominee	Our Country's Good	amelia-campbell-34366
1991	Best Featured Actress in a Play	J. Smith-Cameron	Nominee	Our Country's Good	j-smith-cameron-46630
1991	Best Featured Actress in a Play	Kathryn Erbe	Nominee	The Speed of Darkness	kathryn-erbe-39663
1991	Best Actor in a Musical	Jonathan Pryce	Winner	Miss Saigon	jonathan-pryce-56650
1991	Best Actor in a Musical	Paul Hipp	Nominee	Buddy	paul-hipp-45226
1991	Best Actor in a Musical	Topol	Nominee	Fiddler on the Roof	topol-24361
1991	Best Actor in a Musical	Keith Carradine	Nominee	The Will Rogers Follies	keith-carradine-34645
1991	Best Actress in a Musical	Lea Salonga	Winner	Miss Saigon	lea-salonga-76739
1991	Best Actress in a Musical	Cathy Rigby	Nominee	Peter Pan	cathy-rigby-57807
1991	Best Actress in a Musical	June Angela	Nominee	Shogun, The Musical	june-angela-74806
1991	Best Actress in a Musical	Dee Hoty	Nominee	The Will Rogers Follies	dee-hoty-45642
1991	Best Featured Actor in a Musical	Hinton Battle	Winner	Miss Saigon	hinton-battle-31283
1991	Best Featured Actor in a Musical	Willy Falk	Nominee	Miss Saigon	willy-falk-76744
1991	Best Featured Actor in a Musical	Gregg Burge	Nominee	Oh, Kay!	gregg-burge-33655
1991	Best Featured Actor in a Musical	Bruce Adler	Nominee	Those Were the Days	bruce-adler-72349
1991	Best Featured Actress in a Musical	Daisy Eagan	Winner	The Secret Garden	daisy-eagan-39100
1991	Best Featured Actress in a Musical	LaChanze	Nominee	Once on This Island	lachanze-69942
1991	Best Featured Actress in a Musical	Alison Fraser	Nominee	The Secret Garden	alison-fraser-67553
1991	Best Featured Actress in a Musical	Cady Huffman	Nominee	The Will Rogers Follies	cady-huffman-71270
1991	Best Play	Neil Simon	Winner	Lost in Yonkers	neil-simon-7879
1991	Best Play	Emanuel Azenberg	Winner	Lost in Yonkers	emanuel-azenberg-21830
1991	Best Play	Timberlake Wertenbaker	Nominee	Our Country's Good	timberlake-wertenbaker-13700
1991	Best Play	Frank Gero	Nominee	Our Country's Good	frank-gero-21895
1991	Best Play	Woji Gero	Nominee	Our Country's Good	woji-gero-24168
1991	Best Play	Karl Sydow	Nominee	Our Country's Good	karl-sydow-22776
1991	Best Play	Raymond L. Gaspard	Nominee	Our Country's Good	raymond-l-gaspard-23537
1991	Best Play	Frederick Zollo	Nominee	Our Country's Good	frederick-zollo-72414
1991	Best Play	Diana Bliss	Nominee	Our Country's Good	diana-bliss-21554
1991	Best Play	The Hartford Stage Company	Nominee	Our Country's Good	the-hartford-stage-company-74550
1991	Best Play	William Nicholson	Nominee	Shadowlands	william-nicholson-9176
1991	Best Play	Elliot Martin	Nominee	Shadowlands	elliot-martin-21821
1991	Best Play	James M. Nederlander	Nominee	Shadowlands	james-m-nederlander-22469
1991	Best Play	Brian Eastman	Nominee	Shadowlands	brian-eastman-21359
1991	Best Play	Terry Allen Kramer	Nominee	Shadowlands	terry-allen-kramer-23938
1991	Best Play	Roger L. Stevens	Nominee	Shadowlands	roger-l-stevens-23701
1991	Best Play	John Guare	Nominee	Six Degrees of Separation	john-guare-6822
1991	Best Play	Lincoln Center Theater (Gregory Mosher: Director; Bernard Gersten: Executive Producer)	Nominee	Six Degrees of Separation	lincoln-center-theater-gregory-mosher-director-bernard-gersten-executive-producer-70901
1991	Best Direction of a Play	Jerry Zaks	Winner	Six Degrees of Separation	jerry-zaks-16571
1991	Best Direction of a Play	Richard Jones	Nominee	La Bête	richard-jones-15245
1991	Best Direction of a Play	Gene Saks	Nominee	Lost in Yonkers	gene-saks-16060
1991	Best Direction of a Play	Mark Lamos	Nominee	Our Country's Good	mark-lamos-9662
1991	Best Musical	Pierre Cossette	Winner	The Will Rogers Follies	pierre-cossette-23497
1991	Best Musical	Martin Richards	Winner	The Will Rogers Follies	martin-richards-23103
1991	Best Musical	Sam Crothers	Winner	The Will Rogers Follies	sam-crothers-23764
1991	Best Musical	James M. Nederlander	Winner	The Will Rogers Follies	james-m-nederlander-22469
1991	Best Musical	Stewart F. Lane	Winner	The Will Rogers Follies	stewart-f-lane-23893
1991	Best Musical	Max Weitzenhoffer	Winner	The Will Rogers Follies	max-weitzenhoffer-23156
1991	Best Musical	Japan Satellite Broadcasting, Inc.	Winner	The Will Rogers Follies	japan-satellite-broadcasting-inc-73318
1991	Best Musical	Heidi Landesman	Nominee	The Secret Garden	heidi-landesman-22214
1991	Best Musical	Rick Steiner	Nominee	The Secret Garden	rick-steiner-74072
1991	Best Musical	Frederic H. Mayerson	Nominee	The Secret Garden	frederic-h-mayerson-21865
1991	Best Musical	Elizabeth Williams	Nominee	The Secret Garden	elizabeth-williams-21816
1991	Best Musical	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President; Paul Libin: Producing Director; Jack Viertel: Creative Director)	Nominee	The Secret Garden	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-paul-libin-producing-director-jack-viertel-creative-director-20447
1991	Best Musical	TV Asahi	Nominee	The Secret Garden	tv-asahi-20884
1991	Best Musical	Dodger Productions	Nominee	The Secret Garden	dodger-productions-107757
1991	Best Musical	Cameron Mackintosh	Nominee	Miss Saigon	cameron-mackintosh-21395
1991	Best Musical	The Shubert Organization (Gerald Schoenfeld: Chairman; Bernard B. Jacobs: President)	Nominee	Once on This Island	the-shubert-organization-gerald-schoenfeld-chairman-bernard-b-jacobs-president-72107
1991	Best Musical	Capital Cities/ABC Inc.	Nominee	Once on This Island	capital-cities-abc-inc-20149
1991	Best Musical	Suntory International Corporation	Nominee	Once on This Island	suntory-international-corporation-20876
1991	Best Musical	James Walsh	Nominee	Once on This Island	james-walsh-22454
1991	Best Musical	Playwrights Horizons	Nominee	Once on This Island	playwrights-horizons-20728
1991	Best Direction of a Musical	Tommy Tune	Winner	The Will Rogers Follies	tommy-tune-16367
1991	Best Direction of a Musical	Nicholas Hytner	Nominee	Miss Saigon	nicholas-hytner-15198
1991	Best Direction of a Musical	Graciela Daniele	Nominee	Once on This Island	graciela-daniele-5948
1991	Best Direction of a Musical	Eleanor Reissa	Nominee	Those Were the Days	eleanor-reissa-15965
1991	Best Book of a Musical	Marsha Norman	Winner	The Secret Garden	marsha-norman-7556
1991	Best Book of a Musical	Alain Boublil	Nominee	Miss Saigon	alain-boublil-3932
1991	Best Book of a Musical	Claude-Michel Schönberg	Nominee	Miss Saigon	claude-michel-schnberg-4864
1991	Best Book of a Musical	Lynn Ahrens	Nominee	Once on This Island	lynn-ahrens-7450
1991	Best Book of a Musical	Peter Stone	Nominee	The Will Rogers Follies	peter-stone-8128
1991	Best Original Score	Cy Coleman	Winner	The Will Rogers Follies	cy-coleman-4929
1991	Best Original Score	Betty Comden	Winner	The Will Rogers Follies	betty-comden-4525
1991	Best Original Score	Adolph Green	Winner	The Will Rogers Follies	adolph-green-3911
1991	Best Original Score	Alain Boublil	Nominee	Miss Saigon	alain-boublil-3932
1991	Best Original Score	Richard Maltby, Jr.	Nominee	Miss Saigon	richard-maltby-jr-11088
1991	Best Original Score	Claude-Michel Schönberg	Nominee	Miss Saigon	claude-michel-schnberg-4864
1991	Best Original Score	Lynn Ahrens	Nominee	Once on This Island	lynn-ahrens-7450
1991	Best Original Score	Stephen Flaherty	Nominee	Once on This Island	stephen-flaherty-11668
1991	Best Original Score	Marsha Norman	Nominee	The Secret Garden	marsha-norman-7556
1991	Best Original Score	Lucy Simon	Nominee	The Secret Garden	lucy-simon-12410
1991	Best Scenic Design	Heidi Landesman	Winner	The Secret Garden	heidi-landesman-22214
1991	Best Scenic Design	Richard Hudson	Nominee	La Bête	richard-hudson-24957
1991	Best Scenic Design	John Napier	Nominee	Miss Saigon	john-napier-25171
1991	Best Scenic Design	Tony Walton	Nominee	The Will Rogers Follies	tony-walton-25417
1991	Best Costume Design	Willa Kim	Winner	The Will Rogers Follies	willa-kim-25027
1991	Best Costume Design	Judy Dearing	Nominee	Once on This Island	judy-dearing-24799
1991	Best Costume Design	Patricia Zipprodt	Nominee	Shogun, The Musical	patricia-zipprodt-25196
1991	Best Costume Design	Theoni V. Aldredge	Nominee	The Secret Garden	theoni-v-aldredge-24606
1991	Best Lighting Design	Jules Fisher	Winner	The Will Rogers Follies	jules-fisher-7001
1991	Best Lighting Design	Jennifer Tipton	Nominee	La Bête	jennifer-tipton-25927
1991	Best Lighting Design	David Hersey	Nominee	Miss Saigon	david-hersey-25695
1991	Best Lighting Design	Allen Lee Hughes	Nominee	Once on This Island	allen-lee-hughes-25707
1991	Best Choreography	Tommy Tune	Winner	The Will Rogers Follies	tommy-tune-16367
1991	Best Choreography	Bob Avian	Nominee	Miss Saigon	bob-avian-1033
1991	Best Choreography	Dan Siretta	Nominee	Oh, Kay!	dan-siretta-4950
1991	Best Choreography	Graciela Daniele	Nominee	Once on This Island	graciela-daniele-5948
1991	Best Revival	Barry & Fran Weissler	Winner	Fiddler on the Roof	barry-fran-weissler-21259
1991	Best Revival	PACE Theatrical Group, Inc.	Winner	Fiddler on the Roof	pace-theatrical-group-inc-20688
1991	Best Revival	Thomas P. McCoy	Nominee	Peter Pan	thomas-p-mccoy-23973
1991	Best Revival	James M. Nederlander	Nominee	Peter Pan	james-m-nederlander-22469
1991	Best Revival	Jon B. Platt	Nominee	Peter Pan	jon-b-platt-22672
1991	Best Revival	P. P. Investments, Inc	Nominee	Peter Pan	p-p-investments-inc-20687
1991	Best Revival	Arthur Rubin	Nominee	Peter Pan	arthur-rubin-21214
1991	Best Revival	Keith Stava	Nominee	Peter Pan	keith-stava-22791
1991	Best Revival	Circle in the Square (Theodore Mann: Artistic Director; Paul Libin: Producing Director)	Nominee	The Miser	circle-in-the-square-theodore-mann-artistic-director-paul-libin-producing-director-70920
1991	Regional Theatre Award	Yale Repertory Theatre (Lloyd Richards: Artistic Director; Benjamin Mordecai: Managing Director)	Recipient	No Associated Performance
1991	Tony Honor for Excellence in the Theatre	Father George Moore	Recipient	No Associated Performance
1990	Best Actor in Play	Robert Morse	Winner	Tru	robert-morse-53864
1990	Best Actor in Play	Tom Hulce	Nominee	A Few Good Men	tom-hulce-83187
1990	Best Actor in Play	Dustin Hoffman	Nominee	The Merchant of Venice	dustin-hoffman-15122
1990	Best Actor in Play	Charles S. Dutton	Nominee	The Piano Lesson	charles-s-dutton-67395
1990	Best Actress in a Play	Maggie Smith	Winner	Lettice and Lovage	maggie-smith-60421
1990	Best Actress in a Play	Kathleen Turner	Nominee	Cat on a Hot Tin Roof	kathleen-turner-62798
1990	Best Actress in a Play	Mary-Louise Parker	Nominee	Prelude to a Kiss	mary-louise-parker-68494
1990	Best Actress in a Play	Geraldine James	Nominee	The Merchant of Venice	geraldine-james-46791
1990	Best Featured Actor in a Play	Charles Durning	Winner	Cat on a Hot Tin Roof	charles-durning-38808
1990	Best Featured Actor in a Play	Terry Kinney	Nominee	The Grapes of Wrath	terry-kinney-48189
1990	Best Featured Actor in a Play	Gary Sinise	Nominee	The Grapes of Wrath	gary-sinise-16186
1990	Best Featured Actor in a Play	Rocky Carroll	Nominee	The Piano Lesson	rocky-carroll-72846
1990	Best Featured Actress in a Play	Margaret Tyzack	Winner	Lettice and Lovage	margaret-tyzack-62881
1990	Best Featured Actress in a Play	Polly Holliday	Nominee	Cat on a Hot Tin Roof	polly-holliday-67831
1990	Best Featured Actress in a Play	Lois Smith	Nominee	The Grapes of Wrath	lois-smith-60416
1990	Best Featured Actress in a Play	S. Epatha Merkerson	Nominee	The Piano Lesson	s-epatha-merkerson-72838
1990	Best Actor in a Musical	James Naughton	Winner	City of Angels	james-naughton-15756
1990	Best Actor in a Musical	Gregg Edelman	Nominee	City of Angels	gregg-edelman-39220
1990	Best Actor in a Musical	David Carroll	Nominee	Grand Hotel	david-carroll-34678
1990	Best Actor in a Musical	Bob Gunton	Nominee	Sweeney Todd	bob-gunton-43315
1990	Best Actress in a Musical	Tyne Daly	Winner	Gypsy	tyne-daly-37213
1990	Best Actress in a Musical	Georgia Brown	Nominee	3 Penny Opera	georgia-brown-33283
1990	Best Actress in a Musical	Liliane Montevecchi	Nominee	Grand Hotel	liliane-montevecchi-53450
1990	Best Actress in a Musical	Beth Fowler	Nominee	Sweeney Todd	beth-fowler-41032
1990	Best Featured Actor in a Musical	Michael Jeter	Winner	Grand Hotel	michael-jeter-46970
1990	Best Featured Actor in a Musical	Kevin Colson	Nominee	Aspects of Love	kevin-colson-35942
1990	Best Featured Actor in a Musical	René Auberjonois	Nominee	City of Angels	ren-auberjonois-66778
1990	Best Featured Actor in a Musical	Jonathan Hadary	Nominee	Gypsy	jonathan-hadary-76576
1990	Best Featured Actress in a Musical	Randy Graff	Winner	City of Angels	randy-graff-42744
1990	Best Featured Actress in a Musical	Kathleen Rowe McAllen	Nominee	Aspects of Love	kathleen-rowe-mcallen-52051
1990	Best Featured Actress in a Musical	Jane Krakowski	Nominee	Grand Hotel	jane-krakowski-48457
1990	Best Featured Actress in a Musical	Crista Moore	Nominee	Gypsy	crista-moore-53521
1990	Best Play	Frank Galati	Winner	The Grapes of Wrath	frank-galati-5604
1990	Best Play	The Shubert Organization (Gerald Schoenfeld: Chairman; Bernard B. Jacobs: President)	Winner	The Grapes of Wrath	the-shubert-organization-gerald-schoenfeld-chairman-bernard-b-jacobs-president-72107
1990	Best Play	The Steppenwolf Theatre Company (Randall Arney: Artistic Director; Stephen B. Eich: Managing Director)	Winner	The Grapes of Wrath	the-steppenwolf-theatre-company-randall-arney-artistic-director-stephen-b-eich-managing-director-73610
1990	Best Play	Suntory International Corporation	Winner	The Grapes of Wrath	suntory-international-corporation-20876
1990	Best Play	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President)	Winner	The Grapes of Wrath	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-20446
1990	Best Play	Peter Shaffer	Nominee	Lettice and Lovage	peter-shaffer-8127
1990	Best Play	The Shubert Organization (Gerald Schoenfeld: Chairman; Bernard B. Jacobs: President)	Nominee	Lettice and Lovage	the-shubert-organization-gerald-schoenfeld-chairman-bernard-b-jacobs-president-72107
1990	Best Play	Robert Fox Ltd.	Nominee	Lettice and Lovage	robert-fox-ltd-75574
1990	Best Play	Roger Berlind	Nominee	Lettice and Lovage	roger-berlind-23702
1990	Best Play	Craig Lucas	Nominee	Prelude to a Kiss	craig-lucas-4924
1990	Best Play	Christopher Gould	Nominee	Prelude to a Kiss	christopher-gould-21500
1990	Best Play	Suzanne Golden	Nominee	Prelude to a Kiss	suzanne-golden-23909
1990	Best Play	Dodger Productions	Nominee	Prelude to a Kiss	dodger-productions-107757
1990	Best Play	August Wilson	Nominee	The Piano Lesson	august-wilson-4362
1990	Best Play	Lloyd Richards	Nominee	The Piano Lesson	lloyd-richards-15979
1990	Best Play	Yale Repertory Theatre (Lloyd Richards: Artistic Director; Benjamin Mordecai: Managing Director)	Nominee	The Piano Lesson	yale-repertory-theatre-lloyd-richards-artistic-director-benjamin-mordecai-managing-director-21009
1990	Best Play	Center Theatre Group / Ahmanson Theatre (Gordon Davidson, Artistic/Producing Director)	Nominee	The Piano Lesson	center-theatre-group--ahmanson-theatre-gordon-davidson-artistic-producing-director-20035
1990	Best Play	Gordon Davidson	Nominee	The Piano Lesson	gordon-davidson-14566
1990	Best Play	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President)	Nominee	The Piano Lesson	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-20446
1990	Best Play	Benjamin Mordecai	Nominee	The Piano Lesson	benjamin-mordecai-21286
1990	Best Play	The Eugene O'Neill Theatre Center	Nominee	The Piano Lesson	the-eugene-oneill-theatre-center-20287
1990	Best Play	Huntington Theatre Company (Peter Altman, Producing Director; Michael Maso, Managing Director)	Nominee	The Piano Lesson	huntington-theatre-company-peter-altman-producing-director-michael-maso-managing-director-20400
1990	Best Play	Goodman Theatre	Nominee	The Piano Lesson	goodman-theatre-20347
1990	Best Play	Old Globe Theatre (Jack O'Brien, Artistic Director; Thomas Hall, Managing Director)	Nominee	The Piano Lesson	old-globe-theatre-jack-obrien-artistic-director-thomas-hall-managing-director-20673
1990	Best Direction of a Play	Frank Galati	Winner	The Grapes of Wrath	frank-galati-5604
1990	Best Direction of a Play	Michael Blakemore	Nominee	Lettice and Lovage	michael-blakemore-14206
1990	Best Direction of a Play	Peter Hall	Nominee	The Merchant of Venice	peter-hall-15005
1990	Best Direction of a Play	Lloyd Richards	Nominee	The Piano Lesson	lloyd-richards-15979
1990	Best Musical	Nick Vanoff	Winner	City of Angels	nick-vanoff-80650
1990	Best Musical	Roger Berlind	Winner	City of Angels	roger-berlind-23702
1990	Best Musical	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President)	Winner	City of Angels	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-20446
1990	Best Musical	Suntory International Corporation	Winner	City of Angels	suntory-international-corporation-20876
1990	Best Musical	The Shubert Organization (Gerald Schoenfeld: Chairman; Bernard B. Jacobs: President)	Winner	City of Angels	the-shubert-organization-gerald-schoenfeld-chairman-bernard-b-jacobs-president-72107
1990	Best Musical	The Really Useful Theatre Company Ltd.	Nominee	Aspects of Love	the-really-useful-theatre-company-ltd-20767
1990	Best Musical	Martin Richards	Nominee	Grand Hotel	martin-richards-23103
1990	Best Musical	Mary Lea Johnson	Nominee	Grand Hotel	mary-lea-johnson-23121
1990	Best Musical	Sam Crothers	Nominee	Grand Hotel	sam-crothers-23764
1990	Best Musical	Sander Jacobs	Nominee	Grand Hotel	sander-jacobs-23789
1990	Best Musical	Kenneth D. Greenblatt	Nominee	Grand Hotel	kenneth-d-greenblatt-22816
1990	Best Musical	Paramount Pictures Corporation	Nominee	Grand Hotel	paramount-pictures-corporation-20694
1990	Best Musical	Jujamcyn Theaters (James H. Binger: Chairman; Rocco Landesman: President)	Nominee	Grand Hotel	jujamcyn-theaters-james-h-binger-chairman-rocco-landesman-president-20446
1990	Best Musical	Patty Grubman	Nominee	Grand Hotel	patty-grubman-23405
1990	Best Musical	Marvin A. Krauss	Nominee	Grand Hotel	marvin-a-krauss-23112
1990	Best Musical	Brickhill-Burke Productions	Nominee	Meet Me in St. Louis	brickhill-burke-productions-20133
1990	Best Musical	Christopher Seabrooke	Nominee	Meet Me in St. Louis	christopher-seabrooke-21502
1990	Best Musical	EPI Products	Nominee	Meet Me in St. Louis	epi-products-85970
1990	Best Direction of a Musical	Tommy Tune	Winner	Grand Hotel	tommy-tune-16367
1990	Best Direction of a Musical	Trevor Nunn	Nominee	Aspects of Love	trevor-nunn-15788
1990	Best Direction of a Musical	Michael Blakemore	Nominee	City of Angels	michael-blakemore-14206
1990	Best Direction of a Musical	Susan H. Schulman	Nominee	Sweeney Todd	susan-h-schulman-16097
1990	Best Book of a Musical	Larry Gelbart	Winner	City of Angels	larry-gelbart-7147
1990	Best Book of a Musical	Andrew Lloyd Webber	Nominee	Aspects of Love	andrew-lloyd-webber-12073
1990	Best Book of a Musical	Luther Davis	Nominee	Grand Hotel	luther-davis-7445
1990	Best Book of a Musical	Hugh Wheeler	Nominee	Meet Me in St. Louis	hugh-wheeler-6402
1990	Best Original Score	Cy Coleman	Winner	City of Angels	cy-coleman-4929
1990	Best Original Score	David Zippel	Winner	City of Angels	david-zippel-13425
1990	Best Original Score	Don Black	Nominee	Aspects of Love	don-black-5065
