year	category	nominee	win	performance	nominee_id
2023	Best Play	Sonia Friedman Productions	Winner	Leopoldstadt	sonia-friedman-productions-108722
2023	Best Play	Roy Furman	Winner	Leopoldstadt	roy-furman-91627
2023	Best Play	Lorne Michaels	Winner	Leopoldstadt	lorne-michaels-7374
2023	Best Play	Stephanie P. McClelland	Winner	Leopoldstadt	stephanie-p-mcclelland-478527
2023	Best Play	Gavin Kalin	Winner	Leopoldstadt	gavin-kalin-527235
2023	Best Play	Delman Sloan	Winner	Leopoldstadt	delman-sloan-535431
2023	Best Play	Eilene Davidson	Winner	Leopoldstadt	eilene-davidson-523996
2023	Best Play	Brad Edgerton	Winner	Leopoldstadt	brad-edgerton-527123
2023	Best Play	Patrick Gracey	Winner	Leopoldstadt	patrick-gracey-491824
2023	Best Play	Hunter Arnold	Winner	Leopoldstadt	hunter-arnold-490661
2023	Best Play	Burnt Umber Productions	Winner	Leopoldstadt	burnt-umber-productions-502904
2023	Best Play	Cue to Cue Productions	Winner	Leopoldstadt	cue-to-cue-productions-529533
2023	Best Play	The Factor Gavin Partnership	Winner	Leopoldstadt	the-factor-gavin-partnership-535432
2023	Best Play	Harris Rubin Productions	Winner	Leopoldstadt	harris-rubin-productions-517360
2023	Best Play	Robert Nederlander, Jr.	Winner	Leopoldstadt	robert-nederlander-jr-482777
2023	Best Play	No Guarantees	Winner	Leopoldstadt	no-guarantees-520021
2023	Best Play	Sandy Robertson	Winner	Leopoldstadt	sandy-robertson-499755
2023	Best Play	Iris Smith	Winner	Leopoldstadt	iris-smith-502902
2023	Best Play	Jamie deRoy/Catherine Adler	Winner	Leopoldstadt	jamie-deroy-catherine-adler-518642
2023	Best Play	Dodge Hall Productions/Waverly Productions	Winner	Leopoldstadt	dodge-hall-productions-waverly-productions-535433
2023	Best Play	Ricardo Hornos/Robert Tichio	Winner	Leopoldstadt	ricardo-hornos-robert-tichio-535434
2023	Best Play	Heni Koenigsberg/Wendy Federman	Winner	Leopoldstadt	heni-koenigsbergwendy-federman-537238
2023	Best Play	Thomas S. Perakos/Stephanie Kramer	Winner	Leopoldstadt	thomas-s-perakos-stephanie-kramer-535435
2023	Best Play	Brian Spector/Judith Seinfeld	Winner	Leopoldstadt	brian-spector-judith-seinfeld-535436
2023	Best Play	Richard Winkler & Alan Shorr	Winner	Leopoldstadt	richard-winkler-alan-shorr-527118
2023	Best Play	Tom Stoppard	Winner	Leopoldstadt	tom-stoppard-8912
2023	Best Play	Lee Daniels	Nominee	Ain't No Mo'	lee-daniels-535034
2023	Best Play	BET: Black Entertainment Television	Nominee	Ain't No Mo'	bet-black-entertainment-television-535975
2023	Best Play	Len Blavatnik	Nominee	Ain't No Mo'	len-blavatnik-499959
2023	Best Play	Ron Burkle	Nominee	Ain't No Mo'	ron-burkle-499960
2023	Best Play	Aryeh B. Bourkoff	Nominee	Ain't No Mo'	aryeh-b-bourkoff-535976
2023	Best Play	59th & Prairie Entertainment	Nominee	Ain't No Mo'	59th-prairie-entertainment-535977
2023	Best Play	RuPaul Charles	Nominee	Ain't No Mo'	rupaul-charles-534474
2023	Best Play	I'll Have Another Productions	Nominee	Ain't No Mo'	ill-have-another-productions-535978
2023	Best Play	Jeremy O. Harris	Nominee	Ain't No Mo'	jeremy-o-harris-523149
2023	Best Play	Lena Waithe	Nominee	Ain't No Mo'	lena-waithe-535979
2023	Best Play	Tucker Tooley Entertainment	Nominee	Ain't No Mo'	tucker-tooley-entertainment-535980
2023	Best Play	CJ Uzomah	Nominee	Ain't No Mo'	cj-uzomah-535981
2023	Best Play	Ann Cox	Nominee	Ain't No Mo'	ann-cox-535982
2023	Best Play	Gina Purlia	Nominee	Ain't No Mo'	gina-purlia-535983
2023	Best Play	Bob Yari	Nominee	Ain't No Mo'	bob-yari-535984
2023	Best Play	Marvin Peart	Nominee	Ain't No Mo'	marvin-peart-500487
2023	Best Play	Colleen Camp	Nominee	Ain't No Mo'	colleen-camp-497780
2023	Best Play	Marvet Britto	Nominee	Ain't No Mo'	marvet-britto-494748
2023	Best Play	Jeremy Green	Nominee	Ain't No Mo'	jeremy-green-535985
2023	Best Play	Sue Wagner	Nominee	Ain't No Mo'	sue-wagner-497837
2023	Best Play	John Johnson	Nominee	Ain't No Mo'	john-johnson-408739
2023	Best Play	Jillian Robbins	Nominee	Ain't No Mo'	jillian-robbins-515179
2023	Best Play	The Public Theater (Oskar Eustis, Artistic Director; Patrick Willingham, Executive Director; Mandy Hackett, Director of Public Theater Productions)	Nominee	Ain't No Mo'	the-public-theater-oskar-eustis-artistic-director-patrick-willingham-executive-director-mandy-hackett-director-of-public-theater-productions-516626
2023	Best Play	Jordan E. Cooper	Nominee	Ain't No Mo'	jordan-e-cooper-535035
2023	Best Play	Manhattan Theatre Club (Lynne Meadow, Artistic Director; Barry Grove, Executive Producer)	Nominee	Cost of Living	manhattan-theatre-club-lynne-meadow-artistic-director-barry-grove-executive-producer-74583
2023	Best Play	Williamstown Theatre Festival (Mandy Greenfield, Artistic Director)	Nominee	Cost of Living	williamstown-theatre-festival-mandy-greenfield-artistic-director-502584
2023	Best Play	Martyna Majok	Nominee	Cost of Living	martyna-majok-518452
2023	Best Play	No Guarantees	Nominee	Fat Ham	no-guarantees-520021
2023	Best Play	Public Theater Productions	Nominee	Fat Ham	public-theater-productions-537030
2023	Best Play	Rashad V. Chambers	Nominee	Fat Ham	rashad-v-chambers-520008
2023	Best Play	National Black Theatre	Nominee	Fat Ham	national-black-theatre-537031
2023	Best Play	Tim Levy	Nominee	Fat Ham	tim-levy-472559
2023	Best Play	Bards on Broadway	Nominee	Fat Ham	bards-on-broadway-537023
2023	Best Play	Bob Boyett	Nominee	Fat Ham	bob-boyett-90012
2023	Best Play	Ghostbuster Productions	Nominee	Fat Ham	ghostbuster-productions-537024
2023	Best Play	James Ijames	Nominee	Fat Ham	james-ijames-534683
2023	Best Play	Cynthia Stroum	Nominee	Fat Ham	cynthia-stroum-380519
2023	Best Play	Audible	Nominee	Fat Ham	audible-516620
2023	Best Play	Adam Cohen	Nominee	Fat Ham	adam-cohen-536910
2023	Best Play	Blake DeVillier	Nominee	Fat Ham	blake-devillier-536911
2023	Best Play	Firemused Productions/JamRock Productions	Nominee	Fat Ham	firemused-productionsjamrock-productions-537025
2023	Best Play	The Forstalls	Nominee	Fat Ham	the-forstalls-500120
2023	Best Play	Iconic Vizion/Corey Brunish	Nominee	Fat Ham	iconic-vizion-corey-brunish-537026
2023	Best Play	John Gore Organization	Nominee	Fat Ham	john-gore-organization-522391
2023	Best Play	Midnight Theatricals	Nominee	Fat Ham	midnight-theatricals-537027
2023	Best Play	David Miner	Nominee	Fat Ham	david-miner-536912
2023	Best Play	Robin Gorman Newman/PickleStar Theatricals	Nominee	Fat Ham	robin-gorman-newmanpicklestar-theatricals-537028
2023	Best Play	Marc Platt	Nominee	Fat Ham	marc-platt-116997
2023	Best Play	Play on Shakespeare	Nominee	Fat Ham	play-on-shakespeare-537029
2023	Best Play	The Wilma Theater	Nominee	Fat Ham	the-wilma-theater-537032
2023	Best Play	Colman Domingo	Nominee	Fat Ham	colman-domingo-417633
2023	Best Play	Cynthia Erivo	Nominee	Fat Ham	cynthia-erivo-499933
2023	Best Play	Andy Jones	Nominee	Fat Ham	andy-jones-493513
2023	Best Play	Dylan Pager	Nominee	Fat Ham	dylan-pager-535960
2023	Best Play	Roundabout Theatre Company (Todd Haimes: Artistic Director/CEO; Sydney Beers: Executive Producer; Steve Dow: Chief Administrative Officer; Christopher Nave, CFRE: Chief Advancement Officer)	Nominee	Fat Ham	roundabout-theatre-company-todd-haimes-artistic-director-ceo-sydney-beers-executive-producer-steve-dow-chief-administrative-officer-christopher-nave-cfre-chief-advancement-officer-536065
2023	Best Play	The Public Theater (Oskar Eustis, Artistic Director; Patrick Willingham, Executive Director; Mandy Hackett, Director of Public Theater Productions)	Nominee	Fat Ham	the-public-theater-oskar-eustis-artistic-director-patrick-willingham-executive-director-mandy-hackett-director-of-public-theater-productions-516626
2023	Best Play	National Black Theatre (Sade Lythcott, CEO; Jonathan McCrory, Executive Artistic Director)	Nominee	Fat Ham	national-black-theatre-sade-lythcott-ceo-jonathan-mccrory-executive-artistic-director-535959
2023	Best Play	James Ijames	Nominee	Fat Ham	james-ijames-534683
2023	Best Play	Second Stage Theater (Carole Rothman, President & Artistic Director; Khady Kamara, Executive Director)	Nominee	Between Riverside and Crazy	second-stage-theater-carole-rothman-president-artistic-director-khady-kamara-executive-director-532855
2023	Best Play	Atlantic Theater Company	Nominee	Between Riverside and Crazy	atlantic-theater-company-20098
2023	Best Play	Stephen Adly Guirgis	Nominee	Between Riverside and Crazy	stephen-adly-guirgis-406144
2023	Best Musical	David Stone	Winner	Kimberly Akimbo	david-stone-21612
2023	Best Musical	Atlantic Theater Company	Winner	Kimberly Akimbo	atlantic-theater-company-20098
2023	Best Musical	James L. Nederlander	Winner	Kimberly Akimbo	james-l-nederlander-22466
2023	Best Musical	LaChanze	Winner	Kimberly Akimbo	lachanze-69942
2023	Best Musical	John Gore	Winner	Kimberly Akimbo	john-gore-478700
2023	Best Musical	Patrick Catullo	Winner	Kimberly Akimbo	patrick-catullo-379125
2023	Best Musical	Aaron Glick	Winner	Kimberly Akimbo	aaron-glick-506580
2023	Best Musical	Max Martin & Tim Headington	Nominee	& Juliet	max-martin-tim-headington-537250
2023	Best Musical	Theresa Steele Page	Nominee	& Juliet	theresa-steele-page-534964
2023	Best Musical	Jenny Petersson	Nominee	& Juliet	jenny-petersson-534965
2023	Best Musical	Martin Dodd	Nominee	& Juliet	martin-dodd-534966
2023	Best Musical	Eva Price	Nominee	& Juliet	eva-price-455867
2023	Best Musical	Lukasz Gottwald	Nominee	& Juliet	lukasz-gottwald-535850
2023	Best Musical	42nd.club	Nominee	& Juliet	42ndclub-500827
2023	Best Musical	Independent Presenters Network	Nominee	& Juliet	independent-presenters-network-96225
2023	Best Musical	Jack Lane	Nominee	& Juliet	jack-lane-492421
2023	Best Musical	Library Company	Nominee	& Juliet	library-company-536916
2023	Best Musical	Shellback	Nominee	& Juliet	shellback-536838
2023	Best Musical	Shivhans Pictures	Nominee	& Juliet	shivhans-pictures-535851
2023	Best Musical	Sing Out, Louise!	Nominee	& Juliet	sing-out-louise-535852
2023	Best Musical	Kim Szarzynski	Nominee	& Juliet	kim-szarzynski-535853
2023	Best Musical	Taylor/Riegler	Nominee	& Juliet	taylorriegler-536917
2023	Best Musical	Tenenbaum/Keyes	Nominee	& Juliet	tenenbaumkeyes-535854
2023	Best Musical	Barry Weiss	Nominee	& Juliet	barry-weiss-535855
2023	Best Musical	John Gore Organization	Nominee	& Juliet	john-gore-organization-522391
2023	Best Musical	Mike Bosner	Nominee	Shucked	mike-bosner-495808
2023	Best Musical	Jason Owen	Nominee	Shucked	jason-owen-535834
2023	Best Musical	AEG Presents/Jay Marciano/Gary Gersh	Nominee	Shucked	aeg-presents-jay-marciano-gary-gersh-535835
2023	Best Musical	Jeffrey A. Sine	Nominee	Shucked	jeffrey-a-sine-495807
2023	Best Musical	Richard Smith	Nominee	Shucked	richard-smith-528932
2023	Best Musical	Silvia Schmid	Nominee	Shucked	silvia-schmid-536575
2023	Best Musical	Bob Boyett	Nominee	Shucked	bob-boyett-90012
2023	Best Musical	Jeremiah J. Harris	Nominee	Shucked	jeremiah-j-harris-71564
2023	Best Musical	James L. Nederlander	Nominee	Shucked	james-l-nederlander-22466
2023	Best Musical	EST/Emily Tisch	Nominee	Shucked	estemily-tisch-537034
2023	Best Musical	Sony Music Entertainment	Nominee	Shucked	sony-music-entertainment-533097
2023	Best Musical	DudaAllen	Nominee	Shucked	dudaallen-535837
2023	Best Musical	David W. Busch	Nominee	Shucked	david-w-busch-537033
2023	Best Musical	Karen Fairchild	Nominee	Shucked	karen-fairchild-536576
2023	Best Musical	HoriPro, Inc.	Nominee	Shucked	horipro-inc-109393
2023	Best Musical	Gordon-Helfner	Nominee	Shucked	gordon-helfner-536577
2023	Best Musical	John Gore Organization	Nominee	Shucked	john-gore-organization-522391
2023	Best Musical	Madison Wells Live	Nominee	Shucked	madison-wells-live-532447
2023	Best Musical	S&Co.	Nominee	Shucked	sco-535838
2023	Best Musical	Terry Schnuck	Nominee	Shucked	terry-schnuck-483291
2023	Best Musical	Jimi Westbrook	Nominee	Shucked	jimi-westbrook-536578
2023	Best Musical	ZKM Media	Nominee	Shucked	zkm-media-521867
2023	Best Musical	Sonia Friedman Productions	Nominee	New York, New York	sonia-friedman-productions-108722
2023	Best Musical	Tom Kirdahy	Nominee	New York, New York	tom-kirdahy-495881
2023	Best Musical	Wendy Federman & Heni Koenigsberg	Nominee	New York, New York	wendy-federman-heni-koenigsberg-518042
2023	Best Musical	Crossroads Live	Nominee	New York, New York	crossroads-live-527173
2023	Best Musical	Playing Field	Nominee	New York, New York	playing-field-527210
2023	Best Musical	Stephanie P. McClelland	Nominee	New York, New York	stephanie-p-mcclelland-478527
2023	Best Musical	Ambassador Theatre Group	Nominee	New York, New York	ambassador-theatre-group-70134
2023	Best Musical	Waiting in the Wings Productions	Nominee	New York, New York	waiting-in-the-wings-productions-536941
2023	Best Musical	Colin Callender	Nominee	New York, New York	colin-callender-493578
2023	Best Musical	Gilbert and DeeDee Garcia/Sue Vaccaro	Nominee	New York, New York	gilbert-and-deedee-garciasue-vaccaro-536944
2023	Best Musical	Peter May	Nominee	New York, New York	peter-may-98082
2023	Best Musical	Rileyfan	Nominee	New York, New York	rileyfan-536942
2023	Best Musical	Silverhopkins+/Hunter Johnson	Nominee	New York, New York	silverhopkins-hunter-johnson-536943
2023	Best Musical	Jay Alix & Una Jackman	Nominee	New York, New York	jay-alix-una-jackman-495626
2023	Best Musical	Eric Passmore	Nominee	New York, New York	eric-passmore-536957
2023	Best Musical	Thomas Swayne	Nominee	New York, New York	thomas-swayne-533227
2023	Best Musical	Elliott Cornelious/SunnySpot Productions	Nominee	New York, New York	elliott-cornelious-sunnyspot-productions-536948
2023	Best Musical	Santino DeAngelo/Cynthia Tong	Nominee	New York, New York	santino-deangelo-cynthia-tong-537166
2023	Best Musical	Craig Balsam	Nominee	New York, New York	craig-balsam-521963
2023	Best Musical	Richard Batchelder	Nominee	New York, New York	richard-batchelder-521270
2023	Best Musical	Concord Theatricals	Nominee	New York, New York	concord-theatricals-521964
2023	Best Musical	Creative Partners Productions	Nominee	New York, New York	creative-partners-productions-534461
2023	Best Musical	Marguerite Hoffman	Nominee	New York, New York	marguerite-hoffman-494607
2023	Best Musical	Jessica R. Jenen	Nominee	New York, New York	jessica-r-jenen-478402
2023	Best Musical	John Gore Organization	Nominee	New York, New York	john-gore-organization-522391
2023	Best Musical	MGM on Stage	Nominee	New York, New York	mgm-on-stage-537237
2023	Best Musical	James L. Nederlander	Nominee	New York, New York	james-l-nederlander-22466
2023	Best Musical	Linda B. Rubin	Nominee	New York, New York	linda-b-rubin-536959
2023	Best Musical	Seriff Productions	Nominee	New York, New York	seriff-productions-519399
2023	Best Musical	Shivhans Pictures	Nominee	New York, New York	shivhans-pictures-535851
2023	Best Musical	42nd.club/Beards on Broadway	Nominee	New York, New York	42ndclub-beards-on-broadway-536945
2023	Best Musical	AGL Productions/Brad Blume	Nominee	New York, New York	agl-productionsbrad-blume-536946
2023	Best Musical	Hunter Arnold/Red Mountain Theatre	Nominee	New York, New York	hunter-arnoldred-mountain-theatre-536947
2023	Best Musical	Cue to Cue Productions/Roy Putrino	Nominee	New York, New York	cue-to-cue-productions-roy-putrino-537167
2023	Best Musical	Jamie deRoy/Janet and Marvin Rosen	Nominee	New York, New York	jamie-deroyjanet-and-marvin-rosen-536949
2023	Best Musical	Edgewood/Silva Theatrical Group	Nominee	New York, New York	edgewoodsilva-theatrical-group-536951
2023	Best Musical	Dale Franzen/Henry R. Muñoz, III	Nominee	New York, New York	dale-franzen-henry-r-muoz-iii-536952
2023	Best Musical	Deborah Green/Chris Mattsson	Nominee	New York, New York	deborah-greenchris-mattsson-536953
2023	Best Musical	Branden Grimmett/DMQR Productions	Nominee	New York, New York	branden-grimmett-dmqr-productions-536950
2023	Best Musical	Christen James/Gregory Carroll	Nominee	New York, New York	christen-jamesgregory-carroll-536954
2023	Best Musical	NETworks Presentations/Lamar Richardson	Nominee	New York, New York	networks-presentationslamar-richardson-536955
2023	Best Musical	Ron Simons/Adam Zell	Nominee	New York, New York	ron-simonsadam-zell-536956
2023	Best Musical	Chartoff-Winkler	Nominee	New York, New York	chartoff-winkler-535493
2023	Best Musical	The Shubert Organization (Robert E. Wankel: Chairman and CEO; Elliot Greene: Chief Operating Officer; Charles Flateman: Executive Vice President)	Nominee	Some Like It Hot	the-shubert-organization-robert-e-wankel-chairman-and-ceo-elliot-greene-chief-operating-officer-charles-flateman-executive-vice-president-533402
2023	Best Musical	Neil Meron	Nominee	Some Like It Hot	neil-meron-90824
2023	Best Musical	MGM on Stage	Nominee	Some Like It Hot	mgm-on-stage-537237
2023	Best Musical	Roy Furman	Nominee	Some Like It Hot	roy-furman-91627
2023	Best Musical	Robert Greenblatt	Nominee	Some Like It Hot	robert-greenblatt-480321
2023	Best Musical	James L. Nederlander	Nominee	Some Like It Hot	james-l-nederlander-22466
2023	Best Musical	Kenny Leon	Nominee	Some Like It Hot	kenny-leon-118011
2023	Best Musical	Hunter Arnold	Nominee	Some Like It Hot	hunter-arnold-490661
2023	Best Musical	John Gore Organization	Nominee	Some Like It Hot	john-gore-organization-522391
2023	Best Musical	The Dalgleish Library Company Group	Nominee	Some Like It Hot	the-dalgleish-library-company-group-535715
2023	Best Musical	Sheboygan Conservatory Partners	Nominee	Some Like It Hot	sheboygan-conservatory-partners-535716
2023	Best Musical	Ambassador Theatre Group Productions	Nominee	Some Like It Hot	ambassador-theatre-group-productions-524642
2023	Best Musical	Bob Boyett	Nominee	Some Like It Hot	bob-boyett-90012
2023	Best Musical	Cue to Cue Productions	Nominee	Some Like It Hot	cue-to-cue-productions-529533
2023	Best Musical	Janet and Marvin Rosen	Nominee	Some Like It Hot	janet-and-marvin-rosen-522170
2023	Best Musical	The Araca Group	Nominee	Some Like It Hot	the-araca-group-88201
2023	Best Musical	Concord Theatricals	Nominee	Some Like It Hot	concord-theatricals-521964
2023	Best Musical	Marc Howard	Nominee	Some Like It Hot	marc-howard-23032
2023	Best Musical	Independent Presenters Network	Nominee	Some Like It Hot	independent-presenters-network-96225
2023	Best Musical	Juanita Jordan	Nominee	Some Like It Hot	juanita-jordan-536063
2023	Best Musical	Jujamcyn Theaters (Jordan Roth: President; Rocco Landesman: President Emeritus; Paul Libin: Executive Vice President Emeritus; Jack Viertel: Senior Vice President Emeritus)	Nominee	Some Like It Hot	jujamcyn-theaters-jordan-roth-president-rocco-landesman-president-emeritus-paul-libin-executive-vice-president-emeritus-jack-viertel-senior-vice-president-emeritus-533366
2023	Best Musical	Henry R. Muñoz, III	Nominee	Some Like It Hot	henry-r-muoz-iii-535717
2023	Best Musical	Ostar	Nominee	Some Like It Hot	ostar-486767
2023	Best Musical	Mariah Carey	Nominee	Some Like It Hot	mariah-carey-536064
2023	Best Musical	D.S. Moynihan	Nominee	Some Like It Hot	ds-moynihan-82063
2023	Best Book of a Musical	David Lindsay-Abaire	Winner	Kimberly Akimbo	david-lindsay-abaire-389683
2023	Best Book of a Musical	David West Read	Nominee	& Juliet	david-west-read-493215
2023	Best Book of a Musical	David Thompson	Nominee	New York, New York	david-thompson-5013
2023	Best Book of a Musical	Sharon Washington	Nominee	New York, New York	sharon-washington-488355
2023	Best Book of a Musical	Robert Horn	Nominee	Shucked	robert-horn-391751
2023	Best Book of a Musical	Matthew López	Nominee	Some Like It Hot	matthew-lpez-522864
2023	Best Book of a Musical	Amber Ruffin	Nominee	Some Like It Hot	amber-ruffin-526328
2023	Best Original Score Written for the Theatre	David Lindsay-Abaire	Winner	Kimberly Akimbo	david-lindsay-abaire-389683
2023	Best Original Score Written for the Theatre	Jeanine Tesori	Winner	Kimberly Akimbo	jeanine-tesori-12488
2023	Best Original Score Written for the Theatre	Cameron Crowe	Nominee	Almost Famous	cameron-crowe-534817
2023	Best Original Score Written for the Theatre	Tom Kitt	Nominee	Almost Famous	tom-kitt-100673
2023	Best Original Score Written for the Theatre	Tom Kitt	Nominee	Almost Famous	tom-kitt-100673
2023	Best Original Score Written for the Theatre	Helen Park	Nominee	KPOP	helen-park-518545
2023	Best Original Score Written for the Theatre	Helen Park	Nominee	KPOP	helen-park-518545
2023	Best Original Score Written for the Theatre	Max Vernon	Nominee	KPOP	max-vernon-518546
2023	Best Original Score Written for the Theatre	Max Vernon	Nominee	KPOP	max-vernon-518546
2023	Best Original Score Written for the Theatre	Brandy Clark	Nominee	Shucked	brandy-clark-535832
2023	Best Original Score Written for the Theatre	Brandy Clark	Nominee	Shucked	brandy-clark-535832
2023	Best Original Score Written for the Theatre	Shane McAnally	Nominee	Shucked	shane-mcanally-535833
2023	Best Original Score Written for the Theatre	Shane McAnally	Nominee	Shucked	shane-mcanally-535833
2023	Best Original Score Written for the Theatre	Marc Shaiman	Nominee	Some Like It Hot	marc-shaiman-75368
2023	Best Original Score Written for the Theatre	Marc Shaiman	Nominee	Some Like It Hot	marc-shaiman-75368
2023	Best Original Score Written for the Theatre	Scott Wittman	Nominee	Some Like It Hot	scott-wittman-16532
2023	Best Revival of a Play	David Stone	Winner	Topdog / Underdog	david-stone-21612
2023	Best Revival of a Play	LaChanze	Winner	Topdog / Underdog	lachanze-69942
2023	Best Revival of a Play	Rashad V. Chambers	Winner	Topdog / Underdog	rashad-v-chambers-520008
2023	Best Revival of a Play	Marc Platt	Winner	Topdog / Underdog	marc-platt-116997
2023	Best Revival of a Play	Debra Martin Chase	Winner	Topdog / Underdog	debra-martin-chase-534466
2023	Best Revival of a Play	The Shubert Organization (Robert E. Wankel: Chairman and CEO; Elliot Greene: Chief Operating Officer; Charles Flateman: Executive Vice President)	Winner	Topdog / Underdog	the-shubert-organization-robert-e-wankel-chairman-and-ceo-elliot-greene-chief-operating-officer-charles-flateman-executive-vice-president-533402
2023	Best Revival of a Play	Ambassador Theatre Group Productions	Nominee	A Doll's House	ambassador-theatre-group-productions-524642
2023	Best Revival of a Play	Gavin Kalin Productions	Nominee	A Doll's House	gavin-kalin-productions-518069
2023	Best Revival of a Play	Wessex Grove	Nominee	A Doll's House	wessex-grove-535894
2023	Best Revival of a Play	Julie Boardman	Nominee	A Doll's House	julie-boardman-499752
2023	Best Revival of a Play	Kate Cannova	Nominee	A Doll's House	kate-cannova-500823
2023	Best Revival of a Play	Bob Boyett	Nominee	A Doll's House	bob-boyett-90012
2023	Best Revival of a Play	Hunter Arnold	Nominee	A Doll's House	hunter-arnold-490661
2023	Best Revival of a Play	Creative Partners Productions	Nominee	A Doll's House	creative-partners-productions-534461
2023	Best Revival of a Play	Eilene Davidson Productions	Nominee	A Doll's House	eilene-davidson-productions-523995
2023	Best Revival of a Play	GGRS	Nominee	A Doll's House	ggrs-536602
2023	Best Revival of a Play	Kater Gordon	Nominee	A Doll's House	kater-gordon-536566
2023	Best Revival of a Play	Louise L. Gund	Nominee	A Doll's House	louise-l-gund-513944
2023	Best Revival of a Play	Los Angeles Media Fund	Nominee	A Doll's House	los-angeles-media-fund-521863
2023	Best Revival of a Play	Stephanie P. McClelland	Nominee	A Doll's House	stephanie-p-mcclelland-478527
2023	Best Revival of a Play	Tilted	Nominee	A Doll's House	tilted-535527
2023	Best Revival of a Play	Jessica Chastain	Nominee	A Doll's House	jessica-chastain-493116
2023	Best Revival of a Play	Caitlin Clements/Francesca Moody Productions	Nominee	A Doll's House	caitlin-clementsfrancesca-moody-productions-536603
2023	Best Revival of a Play	Caiola Productions/Amanda Lee	Nominee	A Doll's House	caiola-productionsamanda-lee-536604
2023	Best Revival of a Play	Ted & Richard Liebowitz/Joeyen-Waldorf Squeri	Nominee	A Doll's House	ted-richard-liebowitzjoeyen-waldorf-squeri-536568
2023	Best Revival of a Play	Richard & Cecilia Attias/Thomas S. Barnes	Nominee	A Doll's House	richard-cecilia-attiasthomas-s-barnes-536605
2023	Best Revival of a Play	OHenry Theatre Nerd Productions/Runyonland MMP	Nominee	A Doll's House	ohenry-theatre-nerd-productionsrunyonland-mmp-536606
2023	Best Revival of a Play	The Jamie Lloyd Company	Nominee	A Doll's House	the-jamie-lloyd-company-523804
2023	Best Revival of a Play	Amy Herzog	Nominee	A Doll's House	amy-herzog-494630
2023	Best Revival of a Play	Brian Anthony Moreland	Nominee	The Piano Lesson	brian-anthony-moreland-532633
2023	Best Revival of a Play	Sonia Friedman	Nominee	The Piano Lesson	sonia-friedman-108723
2023	Best Revival of a Play	Tom Kirdahy	Nominee	The Piano Lesson	tom-kirdahy-495881
2023	Best Revival of a Play	Kandi Burruss & Todd Tucker	Nominee	The Piano Lesson	kandi-burruss-todd-tucker-535506
2023	Best Revival of a Play	Constanza Romero-Wilson	Nominee	The Piano Lesson	constanza-romero-wilson-535531
2023	Best Revival of a Play	Hunter Arnold	Nominee	The Piano Lesson	hunter-arnold-490661
2023	Best Revival of a Play	Playing Field	Nominee	The Piano Lesson	playing-field-527210
2023	Best Revival of a Play	The Factor Gavin Partnership	Nominee	The Piano Lesson	the-factor-gavin-partnership-535432
2023	Best Revival of a Play	FBK Productions/42nd.club	Nominee	The Piano Lesson	fbk-productions42ndclub-535507
2023	Best Revival of a Play	Jay Alix & Una Jackman	Nominee	The Piano Lesson	jay-alix-una-jackman-495626
2023	Best Revival of a Play	Creative Partners Productions	Nominee	The Piano Lesson	creative-partners-productions-534461
2023	Best Revival of a Play	Harris Rubin Productions	Nominee	The Piano Lesson	harris-rubin-productions-517360
2023	Best Revival of a Play	Marguerite Steed Hoffman	Nominee	The Piano Lesson	marguerite-steed-hoffman-535508
2023	Best Revival of a Play	Alia Jones-Harvey	Nominee	The Piano Lesson	alia-jones-harvey-518740
2023	Best Revival of a Play	Mark Gordon Pictures	Nominee	The Piano Lesson	mark-gordon-pictures-534003
2023	Best Revival of a Play	Stephanie McClelland	Nominee	The Piano Lesson	stephanie-mcclelland-104801
2023	Best Revival of a Play	Moore Delman	Nominee	The Piano Lesson	moore-delman-535510
2023	Best Revival of a Play	James L. Nederlander	Nominee	The Piano Lesson	james-l-nederlander-22466
2023	Best Revival of a Play	Seriff Productions	Nominee	The Piano Lesson	seriff-productions-519399
2023	Best Revival of a Play	The Shubert Organization (Robert E. Wankel: Chairman and CEO; Elliot Greene: Chief Operating Officer; Charles Flateman: Executive Vice President)	Nominee	The Piano Lesson	the-shubert-organization-robert-e-wankel-chairman-and-ceo-elliot-greene-chief-operating-officer-charles-flateman-executive-vice-president-533402
2023	Best Revival of a Play	Salman Al-Rashid/Jamie deRoy	Nominee	The Piano Lesson	salman-al-rashid-jamie-deroy-535511
2023	Best Revival of a Play	Brad Blume/Cliff Hopkins	Nominee	The Piano Lesson	brad-blumecliff-hopkins-535512
2023	Best Revival of a Play	Jean Doumanian/Fakston Productions	Nominee	The Piano Lesson	jean-doumanianfakston-productions-535513
2023	Best Revival of a Play	Edgewood/DMQR Productions	Nominee	The Piano Lesson	edgewooddmqr-productions-535514
2023	Best Revival of a Play	Jay & Cindy Gutterman/Caiola Productions	Nominee	The Piano Lesson	jay-cindy-gutterman-caiola-productions-502880
2023	Best Revival of a Play	Van Kaplan/Lu-Shawn Thompson	Nominee	The Piano Lesson	van-kaplanlu-shawn-thompson-535516
2023	Best Revival of a Play	Erik A. King/FineWomen Productions	Nominee	The Piano Lesson	erik-a-king-finewomen-productions-535519
2023	Best Revival of a Play	Marc David Levine/William Frisbie	Nominee	The Piano Lesson	marc-david-levinewilliam-frisbie-535521
