year	category	nominee	winner	film
1980	ACTRESS IN A LEADING ROLE	Sissy Spacek	True	Coal Miner's Daughter
1980	ACTRESS IN A SUPPORTING ROLE	Eileen Brennan	False	Private Benjamin
1980	ACTRESS IN A SUPPORTING ROLE	Eva Le Gallienne	False	Resurrection
1980	ACTRESS IN A SUPPORTING ROLE	Cathy Moriarty	False	Raging Bull
1980	ACTRESS IN A SUPPORTING ROLE	Diana Scarwid	False	Inside Moves
1980	ACTRESS IN A SUPPORTING ROLE	Mary Steenburgen	True	Melvin and Howard
1980	ART DIRECTION	Art Direction:  John W. Corso;  Set Decoration:  John M. Dwyer	False	Coal Miner's Daughter
1980	ART DIRECTION	Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife	False	The Elephant Man
1980	ART DIRECTION	Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford	False	The Empire Strikes Back
1980	ART DIRECTION	Yoshiro Muraki	False	Kagemusha (The Shadow Warrior)
1980	ART DIRECTION	Art Direction:  Pierre Guffroy, Jack Stephens	True	Tess
1980	CINEMATOGRAPHY	Nestor Almendros	False	The Blue Lagoon
1980	CINEMATOGRAPHY	Ralf D. Bode	False	Coal Miner's Daughter
1980	CINEMATOGRAPHY	James Crabe	False	The Formula
1980	CINEMATOGRAPHY	Michael Chapman	False	Raging Bull
1980	CINEMATOGRAPHY	Geoffrey Unsworth, Ghislain Cloquet	True	Tess
1980	COSTUME DESIGN	Patricia Norris	False	The Elephant Man
1980	COSTUME DESIGN	Anna Senior	False	My Brilliant Career
1980	COSTUME DESIGN	Jean-Pierre Dorleac	False	Somewhere in Time
1980	COSTUME DESIGN	Anthony Powell	True	Tess
1980	COSTUME DESIGN	Paul Zastupnevich	False	When Time Ran Out
1980	DIRECTING	David Lynch	False	The Elephant Man
1980	DIRECTING	Robert Redford	True	Ordinary People
1980	DIRECTING	Martin Scorsese	False	Raging Bull
1980	DIRECTING	Richard Rush	False	The Stunt Man
1980	DIRECTING	Roman Polanski	False	Tess
1980	DOCUMENTARY (Feature)	Ross Spears, Producer	False	Agee
1980	DOCUMENTARY (Feature)	Jon Else, Producer	False	The Day after Trinity
1980	DOCUMENTARY (Feature)	Murray Lerner, Producer	True	From Mao to Mozart: Isaac Stern in China
1980	DOCUMENTARY (Feature)	David Bradbury, Producer	False	Front Line
1980	DOCUMENTARY (Feature)	Bengt von zur Muehlen and Arthur Cohn, Producers	False	The Yellow Star - The Persecution of the Jews in Europe 1933-45
1980	DOCUMENTARY (Short Subject)	John Watson and Pen Densham, Producers	False	Don't Mess with Bill
1980	DOCUMENTARY (Short Subject)	George Casey, Producer	False	The Eruption of Mount St. Helens
1980	DOCUMENTARY (Short Subject)	Dick Young, Producer	False	It's the Same World
1980	DOCUMENTARY (Short Subject)	Roland Hallé and Peter W. Ladue, Producers	True	Karl Hess: Toward Liberty
1980	DOCUMENTARY (Short Subject)	Richard Hawkins and Jorge Preloran, Producers	False	Luther Metke at 94
1980	FILM EDITING	Arthur Schmidt	False	Coal Miner's Daughter
1980	FILM EDITING	David Blewitt	False	The Competition
1980	FILM EDITING	Anne V. Coates	False	The Elephant Man
1980	FILM EDITING	Gerry Hambling	False	Fame
1980	FILM EDITING	Thelma Schoonmaker	True	Raging Bull
1980	FOREIGN LANGUAGE FILM	Hungary	False	Confidence
1980	FOREIGN LANGUAGE FILM	Japan	False	Kagemusha (The Shadow Warrior)
1980	FOREIGN LANGUAGE FILM	France	False	The Last Metro
1980	FOREIGN LANGUAGE FILM	Union of Soviet Socialist Republics	True	Moscow Does Not Believe in Tears
1980	FOREIGN LANGUAGE FILM	Spain	False	The Nest
1980	MUSIC (Original Score)	John Corigliano	False	Altered States
1980	MUSIC (Original Score)	John Morris	False	The Elephant Man
1980	MUSIC (Original Score)	John Williams	False	The Empire Strikes Back
1980	MUSIC (Original Score)	Michael Gore	True	Fame
1980	MUSIC (Original Score)	Philippe Sarde	False	Tess
1980	MUSIC (Original Song)	Music by Michael Gore; Lyric by Dean Pitchford	True	Fame
1980	MUSIC (Original Song)	Music and Lyric by Dolly Parton	False	Nine to Five
1980	MUSIC (Original Song)	Music and Lyric by Willie Nelson	False	Honeysuckle Rose
1980	MUSIC (Original Song)	Music by Michael Gore; Lyric by Lesley Gore	False	Fame
1980	MUSIC (Original Song)	Music by Lalo Schifrin; Lyric by Wilbur Jennings	False	The Competition
1980	BEST PICTURE	Bernard Schwartz, Producer	False	Coal Miner's Daughter
1980	BEST PICTURE	Jonathan Sanger, Producer	False	The Elephant Man
1980	BEST PICTURE	Ronald L. Schwary, Producer	True	Ordinary People
1980	BEST PICTURE	Irwin Winkler and Robert Chartoff, Producers	False	Raging Bull
1980	BEST PICTURE	Claude Berri, Producer;  Timothy Burrill, Co-Producer	False	Tess
1980	SHORT FILM (Animated)	Frédéric Back, Producer	False	All Nothing
1980	SHORT FILM (Animated)	Ferenc Rofusz, Producer	True	The Fly
1980	SHORT FILM (Animated)	Michael Mills, Producer	False	History of the World in Three Minutes Flat
1980	SHORT FILM (Dramatic Live Action)	Lloyd Phillips, Producer	True	The Dollar Bottom
1980	SHORT FILM (Dramatic Live Action)	Bob Carmichael and Greg Lowe, Producers	False	Fall Line
1980	SHORT FILM (Dramatic Live Action)	Sally Heckel, Producer	False	A Jury of Her Peers
1980	SOUND	Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton	False	Altered States
1980	SOUND	Richard Portman, Roger Heman, Jim Alexander	False	Coal Miner's Daughter
1980	SOUND	Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton	True	The Empire Strikes Back
1980	SOUND	Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman	False	Fame
1980	SOUND	Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz	False	Raging Bull
1980	WRITING (Screenplay Based on Material from Another Medium)	Jonathan Hardy, David Stevens, Bruce Beresford	False	Breaker Morant
1980	WRITING (Screenplay Based on Material from Another Medium)	Tom Rickman	False	Coal Miner's Daughter
1980	WRITING (Screenplay Based on Material from Another Medium)	Christopher DeVore, Eric Bergren, David Lynch	False	The Elephant Man
1980	WRITING (Screenplay Based on Material from Another Medium)	Alvin Sargent	True	Ordinary People
1980	WRITING (Screenplay Based on Material from Another Medium)	Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush	False	The Stunt Man
1980	WRITING (Screenplay Written Directly for the Screen)	Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross	False	Brubaker
1980	WRITING (Screenplay Written Directly for the Screen)	Christopher Gore	False	Fame
1980	WRITING (Screenplay Written Directly for the Screen)	Bo Goldman	True	Melvin and Howard
1980	WRITING (Screenplay Written Directly for the Screen)	Jean Gruault	False	Mon Oncle D'Amerique
1980	WRITING (Screenplay Written Directly for the Screen)	Nancy Meyers, Charles Shyer, Harvey Miller	False	Private Benjamin
1980	SPECIAL ACHIEVEMENT AWARD (Visual Effects)	Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson	True	The Empire Strikes Back
1981	ACTOR IN A LEADING ROLE	Warren Beatty	False	Reds
1981	ACTOR IN A LEADING ROLE	Henry Fonda	True	On Golden Pond
1981	ACTOR IN A LEADING ROLE	Burt Lancaster	False	Atlantic City
1981	ACTOR IN A LEADING ROLE	Dudley Moore	False	Arthur
1981	ACTOR IN A LEADING ROLE	Paul Newman	False	Absence of Malice
1981	ACTOR IN A SUPPORTING ROLE	James Coco	False	Only When I Laugh
1981	ACTOR IN A SUPPORTING ROLE	John Gielgud	True	Arthur
1981	ACTOR IN A SUPPORTING ROLE	Ian Holm	False	Chariots of Fire
1981	ACTOR IN A SUPPORTING ROLE	Jack Nicholson	False	Reds
1981	ACTOR IN A SUPPORTING ROLE	Howard E. Rollins, Jr.	False	Ragtime
1981	ACTRESS IN A LEADING ROLE	Katharine Hepburn	True	On Golden Pond
1981	ACTRESS IN A LEADING ROLE	Diane Keaton	False	Reds
1981	ACTRESS IN A LEADING ROLE	Marsha Mason	False	Only When I Laugh
1981	ACTRESS IN A LEADING ROLE	Susan Sarandon	False	Atlantic City
1981	ACTRESS IN A LEADING ROLE	Meryl Streep	False	The French Lieutenant's Woman
1981	ACTRESS IN A SUPPORTING ROLE	Melinda Dillon	False	Absence of Malice
1981	ACTRESS IN A SUPPORTING ROLE	Jane Fonda	False	On Golden Pond
1981	ACTRESS IN A SUPPORTING ROLE	Joan Hackett	False	Only When I Laugh
1981	ACTRESS IN A SUPPORTING ROLE	Elizabeth McGovern	False	Ragtime
1981	ACTRESS IN A SUPPORTING ROLE	Maureen Stapleton	True	Reds
1981	ART DIRECTION	Art Direction:  Assheton Gorton;  Set Decoration:  Ann Mollo	False	The French Lieutenant's Woman
1981	ART DIRECTION	Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey	False	Heaven's Gate
1981	ART DIRECTION	Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt	False	Ragtime
1981	ART DIRECTION	Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford	True	Raiders of the Lost Ark
1981	ART DIRECTION	Art Direction:  Richard Sylbert;  Set Decoration:  Michael Seirton	False	Reds
1981	CINEMATOGRAPHY	Alex Thomson	False	Excalibur
1981	CINEMATOGRAPHY	Billy Williams	False	On Golden Pond
1981	CINEMATOGRAPHY	Miroslav Ondricek	False	Ragtime
1981	CINEMATOGRAPHY	Douglas Slocombe	False	Raiders of the Lost Ark
1981	CINEMATOGRAPHY	Vittorio Storaro	True	Reds
1981	COSTUME DESIGN	Milena Canonero	True	Chariots of Fire
1981	COSTUME DESIGN	Tom Rand	False	The French Lieutenant's Woman
1981	COSTUME DESIGN	Bob Mackie	False	Pennies from Heaven
1981	COSTUME DESIGN	Anna Hill Johnstone	False	Ragtime
1981	COSTUME DESIGN	Shirley Russell	False	Reds
1981	DIRECTING	Louis Malle	False	Atlantic City
1981	DIRECTING	Hugh Hudson	False	Chariots of Fire
1981	DIRECTING	Mark Rydell	False	On Golden Pond
1981	DIRECTING	Steven Spielberg	False	Raiders of the Lost Ark
1981	DIRECTING	Warren Beatty	True	Reds
1981	DOCUMENTARY (Feature)	Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers	False	Against Wind and Tide: A Cuban Odyssey
1981	DOCUMENTARY (Feature)	Ken Burns, Producer	False	Brooklyn Bridge
1981	DOCUMENTARY (Feature)	Mary Benjamin, Susanne Simpson and Boyd Estus, Producers	False	Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott
1981	DOCUMENTARY (Feature)	Glenn Silber and Tete Vasconcellos, Producers	False	El Salvador: Another Vietnam
1981	DOCUMENTARY (Feature)	Arnold Schwartzman and Rabbi Marvin Hier, Producers	True	Genocide
1981	DOCUMENTARY (Short Subject)	Obie Benz, Producer	False	Americas in Transition
1981	DOCUMENTARY (Short Subject)	Nigel Noble, Producer	True	Close Harmony
1981	DOCUMENTARY (Short Subject)	Dick Young, Producer	False	Journey for Survival
1981	DOCUMENTARY (Short Subject)	Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers	False	See What I Say
1981	DOCUMENTARY (Short Subject)	Roland Hallé and John Hoover, Producers	False	Urge to Build
1981	FILM EDITING	Terry Rawlings	False	Chariots of Fire
1981	FILM EDITING	John Bloom	False	The French Lieutenant's Woman
1981	FILM EDITING	Robert L. Wolfe	False	On Golden Pond
1981	FILM EDITING	Michael Kahn	True	Raiders of the Lost Ark
1981	FILM EDITING	Dede Allen, Craig McKay	False	Reds
1981	FOREIGN LANGUAGE FILM	Switzerland	False	The Boat Is Full
1981	FOREIGN LANGUAGE FILM	Poland	False	Man of Iron
1981	FOREIGN LANGUAGE FILM	Hungary	True	Mephisto
1981	FOREIGN LANGUAGE FILM	Japan	False	Muddy River
1981	FOREIGN LANGUAGE FILM	Italy	False	Three Brothers
1981	MAKEUP	Rick Baker	True	An American Werewolf in London
1981	MAKEUP	Stan Winston	False	Heartbeeps
1981	MUSIC (Original Score)	Vangelis	True	Chariots of Fire
1981	MUSIC (Original Score)	Alex North	False	Dragonslayer
1981	MUSIC (Original Score)	Dave Grusin	False	On Golden Pond
1981	MUSIC (Original Score)	Randy Newman	False	Ragtime
1981	MUSIC (Original Score)	John Williams	False	Raiders of the Lost Ark
1981	MUSIC (Original Song)	Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen	True	Arthur
1981	MUSIC (Original Song)	Music and Lyric by Lionel Richie	False	Endless Love
1981	MUSIC (Original Song)	Music and Lyric by Joe Raposo	False	The Great Muppet Caper
1981	MUSIC (Original Song)	Music by Bill Conti; Lyric by Mick Leeson	False	For Your Eyes Only
1981	MUSIC (Original Song)	Music and Lyric by Randy Newman	False	Ragtime
1981	BEST PICTURE	Denis Heroux and John Kemeny, Producers	False	Atlantic City
1981	BEST PICTURE	David Puttnam, Producer	True	Chariots of Fire
1981	BEST PICTURE	Bruce Gilbert, Producer	False	On Golden Pond
1981	BEST PICTURE	Frank Marshall, Producer	False	Raiders of the Lost Ark
1981	BEST PICTURE	Warren Beatty, Producer	False	Reds
1981	SHORT FILM (Animated)	Frédéric Back, Producer	True	Crac
1981	SHORT FILM (Animated)	Will Vinton, Producer	False	The Creation
1981	SHORT FILM (Animated)	Janet Perlman, Producer	False	The Tender Tale of Cinderella Penguin
1981	SHORT FILM (Live Action)	Christine Oestreicher, Producer	False	Couples and Robbers
1981	SHORT FILM (Live Action)	John N. Smith, Producer	False	First Winter
1981	SHORT FILM (Live Action)	Paul Kemp and Shelley Levinson, Producers	True	Violet
1981	SOUND	Richard Portman, David Ronne	False	On Golden Pond
1981	SOUND	John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory	False	Outland
1981	SOUND	Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton	False	Pennies from Heaven
1981	SOUND	Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman	True	Raiders of the Lost Ark
1981	SOUND	Dick Vorisek, Tom Fleischman, Simon Kaye	False	Reds
1981	VISUAL EFFECTS	Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson	False	Dragonslayer
1981	VISUAL EFFECTS	Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston	True	Raiders of the Lost Ark
1981	WRITING (Screenplay Based on Material from Another Medium)	Harold Pinter	False	The French Lieutenant's Woman
1981	WRITING (Screenplay Based on Material from Another Medium)	Ernest Thompson	True	On Golden Pond
1981	WRITING (Screenplay Based on Material from Another Medium)	Dennis Potter	False	Pennies from Heaven
1981	WRITING (Screenplay Based on Material from Another Medium)	Jay Presson Allen, Sidney Lumet	False	Prince of the City
1981	WRITING (Screenplay Based on Material from Another Medium)	Michael Weller	False	Ragtime
1981	WRITING (Screenplay Written Directly for the Screen)	Kurt Luedtke	False	Absence of Malice
1981	WRITING (Screenplay Written Directly for the Screen)	Steve Gordon	False	Arthur
1981	WRITING (Screenplay Written Directly for the Screen)	John Guare	False	Atlantic City
1981	WRITING (Screenplay Written Directly for the Screen)	Colin Welland	True	Chariots of Fire
1981	WRITING (Screenplay Written Directly for the Screen)	Warren Beatty, Trevor Griffiths	False	Reds
1981	SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing)	Ben Burtt, Richard L. Anderson	True	Raiders of the Lost Ark
1981	JEAN HERSHOLT HUMANITARIAN AWARD	Danny Kaye	True	
1981	IRVING G. THALBERG MEMORIAL AWARD	Albert R. Broccoli	True	
1982	ACTOR IN A LEADING ROLE	Dustin Hoffman	False	Tootsie
1982	ACTOR IN A LEADING ROLE	Ben Kingsley	True	Gandhi
1982	ACTOR IN A LEADING ROLE	Jack Lemmon	False	Missing
1982	ACTOR IN A LEADING ROLE	Paul Newman	False	The Verdict
1982	ACTOR IN A LEADING ROLE	Peter O'Toole	False	My Favorite Year
1982	ACTOR IN A SUPPORTING ROLE	Charles Durning	False	The Best Little Whorehouse in Texas
1982	ACTOR IN A SUPPORTING ROLE	Louis Gossett, Jr.	True	An Officer and a Gentleman
1982	ACTOR IN A SUPPORTING ROLE	John Lithgow	False	The World According to Garp
1982	ACTOR IN A SUPPORTING ROLE	James Mason	False	The Verdict
1982	ACTOR IN A SUPPORTING ROLE	Robert Preston	False	Victor/Victoria
1982	ACTRESS IN A LEADING ROLE	Julie Andrews	False	Victor/Victoria
1982	ACTRESS IN A LEADING ROLE	Jessica Lange	False	Frances
1982	ACTRESS IN A LEADING ROLE	Sissy Spacek	False	Missing
1982	ACTRESS IN A LEADING ROLE	Meryl Streep	True	Sophie's Choice
1982	ACTRESS IN A LEADING ROLE	Debra Winger	False	An Officer and a Gentleman
1982	ACTRESS IN A SUPPORTING ROLE	Glenn Close	False	The World According to Garp
1982	ACTRESS IN A SUPPORTING ROLE	Teri Garr	False	Tootsie
1982	ACTRESS IN A SUPPORTING ROLE	Jessica Lange	True	Tootsie
1982	ACTRESS IN A SUPPORTING ROLE	Kim Stanley	False	Frances
1982	ACTRESS IN A SUPPORTING ROLE	Lesley Ann Warren	False	Victor/Victoria
1982	ART DIRECTION	Art Direction:  Dale Hennesy; Set Decoration:  Marvin March	False	Annie
1982	ART DIRECTION	Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna	False	Blade Runner
1982	ART DIRECTION	Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton	True	Gandhi
1982	ART DIRECTION	Art Direction:  Franco Zeffirelli;  Set Decoration:  Gianni Quaranta	False	La Traviata
1982	ART DIRECTION	Art Direction:  Rodger Maus, Tim Hutchinson, William Craig Smith;  Set Decoration:  Harry Cordwell	False	Victor/Victoria
1982	CINEMATOGRAPHY	Jost Vacano	False	Das Boot
1982	CINEMATOGRAPHY	Allen Daviau	False	E.T. The Extra-Terrestrial
1982	CINEMATOGRAPHY	Billy Williams, Ronnie Taylor	True	Gandhi
1982	CINEMATOGRAPHY	Nestor Almendros	False	Sophie's Choice
1982	CINEMATOGRAPHY	Owen Roizman	False	Tootsie
1982	COSTUME DESIGN	John Mollo, Bhanu Athaiya	True	Gandhi
1982	COSTUME DESIGN	Piero Tosi	False	La Traviata
1982	COSTUME DESIGN	Albert Wolsky	False	Sophie's Choice
1982	COSTUME DESIGN	Elois Jenssen, Rosanna Norton	False	Tron
1982	COSTUME DESIGN	Patricia Norris	False	Victor/Victoria
1982	DIRECTING	Wolfgang Petersen	False	Das Boot
1982	DIRECTING	Steven Spielberg	False	E.T. The Extra-Terrestrial
1982	DIRECTING	Richard Attenborough	True	Gandhi
1982	DIRECTING	Sydney Pollack	False	Tootsie
1982	DIRECTING	Sidney Lumet	False	The Verdict
1982	DOCUMENTARY (Feature)	Sturla Gunnarsson and Steve Lucas, Producers	False	After the Axe
1982	DOCUMENTARY (Feature)	John Karol and Michel Chalufour, Producers	False	Ben's Mill
1982	DOCUMENTARY (Feature)	Meg Switzgable, Producer	False	In Our Water
1982	DOCUMENTARY (Feature)	John Zaritsky, Producer	True	Just Another Missing Kid
1982	DOCUMENTARY (Feature)	Joseph Wishy, Producer	False	A Portrait of Giselle
1982	DOCUMENTARY (Short Subject)	Robert Richter, Producer	False	Gods of Metal
1982	DOCUMENTARY (Short Subject)	Edward Le Lorrain and Terri Nash, Producers	True	If You Love This Planet
1982	DOCUMENTARY (Short Subject)	Charles Guggenheim and Werner Schumann, Producers	False	The Klan: A Legacy of Hate in America
1982	DOCUMENTARY (Short Subject)	Freida Lee Mock, Producer	False	To Live or Let Die
1982	DOCUMENTARY (Short Subject)	John G. Avildsen, Producer	False	Traveling Hopefully
1982	FILM EDITING	Hannes Nikel	False	Das Boot
1982	FILM EDITING	Carol Littleton	False	E.T. The Extra-Terrestrial
1982	FILM EDITING	John Bloom	True	Gandhi
1982	FILM EDITING	Peter Zinner	False	An Officer and a Gentleman
1982	FILM EDITING	Fredric Steinkamp, William Steinkamp	False	Tootsie
1982	FOREIGN LANGUAGE FILM	Nicaragua	False	Alsino and the Condor
1982	FOREIGN LANGUAGE FILM	France	False	Coup de Torchon ('Clean Slate')
1982	FOREIGN LANGUAGE FILM	Sweden	False	The Flight of the Eagle
1982	FOREIGN LANGUAGE FILM	Union of Soviet Socialist Republics	False	Private Life
1982	FOREIGN LANGUAGE FILM	Spain	True	Volver a Empezar ('To Begin Again')
1982	MAKEUP	Tom Smith	False	Gandhi
1982	MAKEUP	Sarah Monzani, Michèle Burke	True	Quest for Fire
1982	MUSIC (Original Score)	John Williams	True	E.T. The Extra-Terrestrial
1982	MUSIC (Original Score)	Ravi Shankar, George Fenton	False	Gandhi
1982	MUSIC (Original Score)	Jack Nitzsche	False	An Officer and a Gentleman
1982	MUSIC (Original Score)	Jerry Goldsmith	False	Poltergeist
1982	MUSIC (Original Score)	Marvin Hamlisch	False	Sophie's Choice
1982	MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)	Adaptation Score by Ralph Burns	False	Annie
1982	MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)	Song Score by Tom Waits	False	One from the Heart
1982	MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)	Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini	True	Victor/Victoria
1982	MUSIC (Original Song)	Music and Lyric by Jim Peterik and Frankie Sullivan III	False	Rocky III
1982	MUSIC (Original Song)	Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman	False	Best Friends
1982	MUSIC (Original Song)	Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman	False	Yes, Giorgio
1982	MUSIC (Original Song)	Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman	False	Tootsie
1982	MUSIC (Original Song)	Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings	True	An Officer and a Gentleman
1982	BEST PICTURE	Steven Spielberg and Kathleen Kennedy, Producers	False	E.T. The Extra-Terrestrial
1982	BEST PICTURE	Richard Attenborough, Producer	True	Gandhi
1982	BEST PICTURE	Edward Lewis and Mildred Lewis, Producers	False	Missing
1982	BEST PICTURE	Sydney Pollack and Dick Richards, Producers	False	Tootsie
1982	BEST PICTURE	Richard D. Zanuck and David Brown, Producers	False	The Verdict
1982	SHORT FILM (Animated)	Will Vinton, Producer	False	The Great Cognito
1982	SHORT FILM (Animated)	John Coates, Producer	False	The Snowman
1982	SHORT FILM (Animated)	Zbigniew Rybczynski, Producer	True	Tango
1982	SHORT FILM (Live Action)	Bob Rogers, Producer	False	Ballet Robotique
1982	SHORT FILM (Live Action)	Christine Oestreicher, Producer	True	A Shocking Accident
1982	SHORT FILM (Live Action)	Michael Toshiyuki Uno and Joseph Benson, Producers	False	The Silence
1982	SHORT FILM (Live Action)	Jan Saunders, Producer	False	Split Cherry Tree
1982	SHORT FILM (Live Action)	Andrew Birkin, Producer	False	Sredni Vashtar
1982	SOUND	Milan Bor, Trevor Pyke, Mike Le-Mare	False	Das Boot
1982	SOUND	Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa	True	E.T. The Extra-Terrestrial
1982	SOUND	Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye	False	Gandhi
1982	SOUND	Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz	False	Tootsie
1982	SOUND	Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue	False	Tron
1982	SOUND EFFECTS EDITING	Mike Le-Mare	False	Das Boot
1982	SOUND EFFECTS EDITING	Charles L. Campbell, Ben Burtt	True	E.T. The Extra-Terrestrial
1982	SOUND EFFECTS EDITING	Stephen Hunter Flick, Richard L. Anderson	False	Poltergeist
1982	VISUAL EFFECTS	Douglas Trumbull, Richard Yuricich, David Dryer	False	Blade Runner
1982	VISUAL EFFECTS	Carlo Rambaldi, Dennis Muren, Kenneth F. Smith	True	E.T. The Extra-Terrestrial
1982	VISUAL EFFECTS	Richard Edlund, Michael Wood, Bruce Nicholson	False	Poltergeist
1982	WRITING (Screenplay Based on Material from Another Medium)	Wolfgang Petersen	False	Das Boot
1982	WRITING (Screenplay Based on Material from Another Medium)	Costa-Gavras, Donald Stewart	True	Missing
1982	WRITING (Screenplay Based on Material from Another Medium)	Alan J. Pakula	False	Sophie's Choice
1982	WRITING (Screenplay Based on Material from Another Medium)	David Mamet	False	The Verdict
1982	WRITING (Screenplay Based on Material from Another Medium)	Blake Edwards	False	Victor/Victoria
1982	WRITING (Screenplay Written Directly for the Screen)	Barry Levinson	False	Diner
1982	WRITING (Screenplay Written Directly for the Screen)	Melissa Mathison	False	E.T. The Extra-Terrestrial
1982	WRITING (Screenplay Written Directly for the Screen)	John Briley	True	Gandhi
1982	WRITING (Screenplay Written Directly for the Screen)	Douglas Day Stewart	False	An Officer and a Gentleman
1982	WRITING (Screenplay Written Directly for the Screen)	Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart	False	Tootsie
1982	JEAN HERSHOLT HUMANITARIAN AWARD	Walter Mirisch	True	
1983	ACTOR IN A LEADING ROLE	Michael Caine	False	Educating Rita
1983	ACTOR IN A LEADING ROLE	Tom Conti	False	Reuben, Reuben
1983	ACTOR IN A LEADING ROLE	Tom Courtenay	False	The Dresser
1983	ACTOR IN A LEADING ROLE	Robert Duvall	True	Tender Mercies
1983	ACTOR IN A LEADING ROLE	Albert Finney	False	The Dresser
1983	ACTOR IN A SUPPORTING ROLE	Charles Durning	False	To Be or Not to Be
1983	ACTOR IN A SUPPORTING ROLE	John Lithgow	False	Terms of Endearment
1983	ACTOR IN A SUPPORTING ROLE	Jack Nicholson	True	Terms of Endearment
1983	ACTOR IN A SUPPORTING ROLE	Sam Shepard	False	The Right Stuff
1983	ACTOR IN A SUPPORTING ROLE	Rip Torn	False	Cross Creek
1983	ACTRESS IN A LEADING ROLE	Jane Alexander	False	Testament
1983	ACTRESS IN A LEADING ROLE	Shirley MacLaine	True	Terms of Endearment
1983	ACTRESS IN A LEADING ROLE	Meryl Streep	False	Silkwood
1983	ACTRESS IN A LEADING ROLE	Julie Walters	False	Educating Rita
1983	ACTRESS IN A LEADING ROLE	Debra Winger	False	Terms of Endearment
1983	ACTRESS IN A SUPPORTING ROLE	Cher	False	Silkwood
1983	ACTRESS IN A SUPPORTING ROLE	Glenn Close	False	The Big Chill
1983	ACTRESS IN A SUPPORTING ROLE	Linda Hunt	True	The Year of Living Dangerously
1983	ACTRESS IN A SUPPORTING ROLE	Amy Irving	False	Yentl
1983	ACTRESS IN A SUPPORTING ROLE	Alfre Woodard	False	Cross Creek
1983	ART DIRECTION	Anna Asp	True	Fanny & Alexander
1983	ART DIRECTION	Art Direction:  Norman Reynolds, Fred Hole, James Schoppe;  Set Decoration:  Michael Ford	False	Return of the Jedi
1983	ART DIRECTION	Art Direction:  Geoffrey Kirkland, Richard J. Lawrence, W. Stewart Campbell, Peter Romero;  Set Decoration:  Pat Pending, George R. Nelson	False	The Right Stuff
1983	ART DIRECTION	Art Direction:  Polly Platt, Harold Michelson;  Set Decoration:  Tom Pedigo, Anthony Mondello	False	Terms of Endearment
1983	ART DIRECTION	Art Direction:  Roy Walker, Leslie Tomkins;  Set Decoration:  Tessa Davies	False	Yentl
1983	CINEMATOGRAPHY	Sven Nykvist	True	Fanny & Alexander
1983	CINEMATOGRAPHY	Don Peterman	False	Flashdance
1983	CINEMATOGRAPHY	Caleb Deschanel	False	The Right Stuff
1983	CINEMATOGRAPHY	William A. Fraker	False	WarGames
1983	CINEMATOGRAPHY	Gordon Willis	False	Zelig
1983	COSTUME DESIGN	Joe I. Tompkins	False	Cross Creek
1983	COSTUME DESIGN	Marik Vos	True	Fanny & Alexander
