year	category	nominee	winner	film
1948	ART DIRECTION (Black-and-White)	Art Direction:  Robert Haas;  Set Decoration:  William Wallace	False	Johnny Belinda
1948	ART DIRECTION (Color)	Art Direction:  Richard Day;  Set Decoration:  Edwin Casey Roberts, Joseph Kish	False	Joan of Arc
1948	ART DIRECTION (Color)	Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson	True	The Red Shoes
1948	CINEMATOGRAPHY (Black-and-White)	Charles B. Lang, Jr.	False	A Foreign Affair
1948	CINEMATOGRAPHY (Black-and-White)	Nicholas Musuraca	False	I Remember Mama
1948	CINEMATOGRAPHY (Black-and-White)	Ted McCord	False	Johnny Belinda
1948	CINEMATOGRAPHY (Black-and-White)	William Daniels	True	The Naked City
1948	CINEMATOGRAPHY (Black-and-White)	Joseph August	False	Portrait of Jennie
1948	CINEMATOGRAPHY (Color)	Charles G. Clarke	False	Green Grass of Wyoming
1948	CINEMATOGRAPHY (Color)	Joseph Valentine, William V. Skall, Winton Hoch	True	Joan of Arc
1948	CINEMATOGRAPHY (Color)	William Snyder	False	The Loves of Carmen
1948	CINEMATOGRAPHY (Color)	Robert Planck	False	The Three Musketeers
1948	COSTUME DESIGN (Black-and-White)	Irene	False	B. F.'s Daughter
1948	COSTUME DESIGN (Black-and-White)	Roger K. Furse	True	Hamlet
1948	COSTUME DESIGN (Color)	Edith Head, Gile Steele	False	The Emperor Waltz
1948	COSTUME DESIGN (Color)	Dorothy Jeakins, Karinska	True	Joan of Arc
1948	DIRECTING	Laurence Olivier	False	Hamlet
1948	DIRECTING	Jean Negulesco	False	Johnny Belinda
1948	DIRECTING	Fred Zinnemann	False	The Search
1948	DIRECTING	Anatole Litvak	False	The Snake Pit
1948	DIRECTING	John Huston	True	The Treasure of the Sierra Madre
1948	DOCUMENTARY (Feature)	Janice Loeb, Producer	False	The Quiet One
1948	DOCUMENTARY (Feature)	Orville O. Dull, Producer	True	The Secret Land
1948	DOCUMENTARY (Short Subject)	Herbert Morgan, Producer	False	Heart to Heart
1948	DOCUMENTARY (Short Subject)	United States Army Air Force	False	Operation Vittles
1948	DOCUMENTARY (Short Subject)	United States Army	True	Toward Independence
1948	FILM EDITING	Frank Sullivan	False	Joan of Arc
1948	FILM EDITING	David Weisbart	False	Johnny Belinda
1948	FILM EDITING	Paul Weatherwax	True	The Naked City
1948	FILM EDITING	Christian Nyby	False	Red River
1948	FILM EDITING	Reginald Mills	False	The Red Shoes
1948	MUSIC (Music Score of a Dramatic or Comedy Picture)	William Walton	False	Hamlet
1948	MUSIC (Music Score of a Dramatic or Comedy Picture)	Hugo Friedhofer	False	Joan of Arc
1948	MUSIC (Music Score of a Dramatic or Comedy Picture)	Max Steiner	False	Johnny Belinda
1948	MUSIC (Music Score of a Dramatic or Comedy Picture)	Brian Easdale	True	The Red Shoes
1948	MUSIC (Music Score of a Dramatic or Comedy Picture)	Alfred Newman	False	The Snake Pit
1948	MUSIC (Scoring of a Musical Picture)	Johnny Green, Roger Edens	True	Easter Parade
1948	MUSIC (Scoring of a Musical Picture)	Victor Young	False	The Emperor Waltz
1948	MUSIC (Scoring of a Musical Picture)	Lennie Hayton	False	The Pirate
1948	MUSIC (Scoring of a Musical Picture)	Ray Heindorf	False	Romance on the High Seas
1948	MUSIC (Scoring of a Musical Picture)	Alfred Newman	False	When My Baby Smiles at Me
1948	MUSIC (Song)	Music and Lyrics by Jay Livingston and Ray Evans	True	The Paleface
1948	MUSIC (Song)	Music by Harold Arlen; Lyrics by Leo Robin	False	Casbah
1948	MUSIC (Song)	Music by Jule Styne; Lyrics by Sammy Cahn	False	Romance on the High Seas
1948	MUSIC (Song)	Music by Frederick Hollander; Lyrics by Leo Robin	False	That Lady in Ermine
1948	MUSIC (Song)	Music and Lyrics by Ramey Idriss and George Tibbles	False	Wet Blanket Policy
1948	BEST MOTION PICTURE	J. Arthur Rank-Two Cities Films	True	Hamlet
1948	BEST MOTION PICTURE	Warner Bros.	False	Johnny Belinda
1948	BEST MOTION PICTURE	J. Arthur Rank-Archers	False	The Red Shoes
1948	BEST MOTION PICTURE	20th Century-Fox	False	The Snake Pit
1948	BEST MOTION PICTURE	Warner Bros.	False	The Treasure of the Sierra Madre
1948	SHORT SUBJECT (Cartoon)	Fred Quimby, Producer	True	The Little Orphan
1948	SHORT SUBJECT (Cartoon)	Walt Disney, Producer	False	Mickey and the Seal
1948	SHORT SUBJECT (Cartoon)	Edward Selzer, Producer	False	Mouse Wreckers
1948	SHORT SUBJECT (Cartoon)	United Productions of America	False	Robin Hoodlum
1948	SHORT SUBJECT (Cartoon)	Walt Disney, Producer	False	Tea for Two Hundred
1948	SHORT SUBJECT (One-reel)	Herbert Moulton, Producer	False	Annie Was a Wonder
1948	SHORT SUBJECT (One-reel)	Gordon Hollingshead, Producer	False	Cinderella Horse
1948	SHORT SUBJECT (One-reel)	Gordon Hollingshead, Producer	False	So You Want to Be on the Radio
1948	SHORT SUBJECT (One-reel)	Edmund H. Reek, Producer	True	Symphony of a City
1948	SHORT SUBJECT (One-reel)	Pete Smith, Producer	False	You Can't Win
1948	SHORT SUBJECT (Two-reel)	Gordon Hollingshead, Producer	False	Calgary Stampede
1948	SHORT SUBJECT (Two-reel)	Herbert Morgan, Producer	False	Going to Blazes
1948	SHORT SUBJECT (Two-reel)	Harry Grey, Producer	False	Samba-Mania
1948	SHORT SUBJECT (Two-reel)	Walt Disney, Producer	True	Seal Island
1948	SHORT SUBJECT (Two-reel)	Thomas Mead, Producer	False	Snow Capers
1948	SOUND RECORDING	Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director	False	Johnny Belinda
1948	SOUND RECORDING	Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director	False	Moonrise
1948	SOUND RECORDING	20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director	True	The Snake Pit
1948	SPECIAL EFFECTS	Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman	False	Deep Waters
1948	SPECIAL EFFECTS	Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart	True	Portrait of Jennie
1948	WRITING (Motion Picture Story)	Frances Flaherty, Robert Flaherty	False	Louisiana Story
1948	WRITING (Motion Picture Story)	Malvin Wald	False	The Naked City
1948	WRITING (Motion Picture Story)	Borden Chase	False	Red River
1948	WRITING (Motion Picture Story)	Emeric Pressburger	False	The Red Shoes
1948	WRITING (Motion Picture Story)	Richard Schweizer, David Wechsler	True	The Search
1948	WRITING (Screenplay)	Charles Brackett, Billy Wilder, Richard L. Breen	False	A Foreign Affair
1948	WRITING (Screenplay)	Irmgard Von Cube, Allen Vincent	False	Johnny Belinda
1948	WRITING (Screenplay)	Richard Schweizer, David Wechsler	False	The Search
1948	WRITING (Screenplay)	Frank Partos, Millen Brand	False	The Snake Pit
1948	WRITING (Screenplay)	John Huston	True	The Treasure of the Sierra Madre
1948	IRVING G. THALBERG MEMORIAL AWARD	Jerry Wald	True	
1949	ACTOR	Broderick Crawford	True	All the King's Men
1949	ACTOR	Kirk Douglas	False	Champion
1949	ACTOR	Gregory Peck	False	Twelve O'Clock High
1949	ACTOR	Richard Todd	False	The Hasty Heart
1949	ACTOR	John Wayne	False	Sands of Iwo Jima
1949	ACTOR IN A SUPPORTING ROLE	John Ireland	False	All the King's Men
1949	ACTOR IN A SUPPORTING ROLE	Dean Jagger	True	Twelve O'Clock High
1949	ACTOR IN A SUPPORTING ROLE	Arthur Kennedy	False	Champion
1949	ACTOR IN A SUPPORTING ROLE	Ralph Richardson	False	The Heiress
1949	ACTOR IN A SUPPORTING ROLE	James Whitmore	False	Battleground
1949	ACTRESS	Jeanne Crain	False	Pinky
1949	ACTRESS	Olivia de Havilland	True	The Heiress
1949	ACTRESS	Susan Hayward	False	My Foolish Heart
1949	ACTRESS	Deborah Kerr	False	Edward, My Son
1949	ACTRESS	Loretta Young	False	Come to the Stable
1949	ACTRESS IN A SUPPORTING ROLE	Ethel Barrymore	False	Pinky
1949	ACTRESS IN A SUPPORTING ROLE	Celeste Holm	False	Come to the Stable
1949	ACTRESS IN A SUPPORTING ROLE	Elsa Lanchester	False	Come to the Stable
1949	ACTRESS IN A SUPPORTING ROLE	Mercedes McCambridge	True	All the King's Men
1949	ACTRESS IN A SUPPORTING ROLE	Ethel Waters	False	Pinky
1949	ART DIRECTION (Black-and-White)	Art Direction:  Lyle Wheeler, Joseph C. Wright;  Set Decoration:  Thomas Little, Paul S. Fox	False	Come to the Stable
1949	ART DIRECTION (Black-and-White)	Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri	True	The Heiress
1949	ART DIRECTION (Black-and-White)	Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle	False	Madame Bovary
1949	ART DIRECTION (Color)	Art Direction:  Edward Carrere;  Set Decoration:  Lyle Reifsnider	False	The Adventures of Don Juan
1949	ART DIRECTION (Color)	Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore	True	Little Women
1949	ART DIRECTION (Color)	Art Direction:  Jim Morahan, William Kellner, Michael Relph	False	Saraband
1949	CINEMATOGRAPHY (Black-and-White)	Paul C. Vogel	True	Battleground
1949	CINEMATOGRAPHY (Black-and-White)	Frank Planer	False	Champion
1949	CINEMATOGRAPHY (Black-and-White)	Joseph LaShelle	False	Come to the Stable
1949	CINEMATOGRAPHY (Black-and-White)	Leo Tover	False	The Heiress
1949	CINEMATOGRAPHY (Black-and-White)	Leon Shamroy	False	Prince of Foxes
1949	CINEMATOGRAPHY (Color)	Harry Stradling	False	The Barkleys of Broadway
1949	CINEMATOGRAPHY (Color)	William Snyder	False	Jolson Sings Again
1949	CINEMATOGRAPHY (Color)	Robert Planck, Charles Schoenbaum	False	Little Women
1949	CINEMATOGRAPHY (Color)	Charles G. Clarke	False	Sand
1949	CINEMATOGRAPHY (Color)	Winton Hoch	True	She Wore a Yellow Ribbon
1949	COSTUME DESIGN (Black-and-White)	Edith Head, Gile Steele	True	The Heiress
1949	COSTUME DESIGN (Black-and-White)	Vittorio Nino Novarese	False	Prince of Foxes
1949	COSTUME DESIGN (Color)	Leah Rhodes, Travilla, Marjorie Best	True	The Adventures of Don Juan
1949	COSTUME DESIGN (Color)	Kay Nelson	False	Mother Is a Freshman
1949	DIRECTING	Robert Rossen	False	All the King's Men
1949	DIRECTING	William A. Wellman	False	Battleground
1949	DIRECTING	Carol Reed	False	The Fallen Idol
1949	DIRECTING	William Wyler	False	The Heiress
1949	DIRECTING	Joseph L. Mankiewicz	True	A Letter to Three Wives
1949	DOCUMENTARY (Feature)	Crown Film Unit	True	Daybreak in Udi
1949	DOCUMENTARY (Feature)	Paul F. Heard, Producer	False	Kenji Comes Home
1949	DOCUMENTARY (Short Subject)	Richard de Rochemont, Producer	True	A Chance to Live
1949	DOCUMENTARY (Short Subject)	French Cinema General Cooperative	False	1848
1949	DOCUMENTARY (Short Subject)	St. Francis-Xavier University, Antigonish, Nova Scotia	False	The Rising Tide
1949	DOCUMENTARY (Short Subject)	Edward Selzer, Producer	True	So Much for So Little
1949	FILM EDITING	Robert Parrish, Al Clark	False	All the King's Men
1949	FILM EDITING	John Dunning	False	Battleground
1949	FILM EDITING	Harry Gerstad	True	Champion
1949	FILM EDITING	Richard L. Van Enger	False	Sands of Iwo Jima
1949	FILM EDITING	Frederic Knudtson	False	The Window
1949	MUSIC (Music Score of a Dramatic or Comedy Picture)	Max Steiner	False	Beyond the Forest
1949	MUSIC (Music Score of a Dramatic or Comedy Picture)	Dimitri Tiomkin	False	Champion
1949	MUSIC (Music Score of a Dramatic or Comedy Picture)	Aaron Copland	True	The Heiress
1949	MUSIC (Scoring of a Musical Picture)	Morris Stoloff, George Duning	False	Jolson Sings Again
1949	MUSIC (Scoring of a Musical Picture)	Ray Heindorf	False	Look for the Silver Lining
1949	MUSIC (Scoring of a Musical Picture)	Roger Edens, Lennie Hayton	True	On the Town
1949	MUSIC (Song)	Music and Lyrics by Frank Loesser	True	Neptune's Daughter
1949	MUSIC (Song)	Music by Jule Styne; Lyrics by Sammy Cahn	False	It's a Great Feeling
1949	MUSIC (Song)	Music by Eliot Daniel; Lyrics by Larry Morey	False	So Dear to My Heart
1949	MUSIC (Song)	Music by Victor Young; Lyrics by Ned Washington	False	My Foolish Heart
1949	MUSIC (Song)	Music by Alfred Newman; Lyrics by Mack Gordon	False	Come to the Stable
1949	BEST MOTION PICTURE	Robert Rossen Productions	True	All the King's Men
1949	BEST MOTION PICTURE	Metro-Goldwyn-Mayer	False	Battleground
1949	BEST MOTION PICTURE	Paramount	False	The Heiress
1949	BEST MOTION PICTURE	20th Century-Fox	False	A Letter to Three Wives
1949	BEST MOTION PICTURE	20th Century-Fox	False	Twelve O'Clock High
1949	SHORT SUBJECT (Cartoon)	Edward Selzer, Producer	False	Canary Row
1949	SHORT SUBJECT (Cartoon)	Edward Selzer, Producer	True	For Scent-Imental Reasons
1949	SHORT SUBJECT (Cartoon)	Fred Quimby, Producer	False	Hatch Up Your Troubles
1949	SHORT SUBJECT (Cartoon)	Stephen Bosustow, Producer	False	The Magic Fluke
1949	SHORT SUBJECT (Cartoon)	Walt Disney, Producer	False	Toy Tinkers
1949	SHORT SUBJECT (One-reel)	Jack Eaton, Producer	True	Aquatic House-Party
1949	SHORT SUBJECT (One-reel)	Justin Herman, Producer	False	Roller Derby Girl
1949	SHORT SUBJECT (One-reel)	Gordon Hollingshead, Producer	False	So You Think You're Not Guilty
1949	SHORT SUBJECT (One-reel)	Walton C. Ament, Producer	False	Spills and Chills
1949	SHORT SUBJECT (One-reel)	Pete Smith, Producer	False	Water Trix
1949	SHORT SUBJECT (Two-reel)	William Lasky, Producer	False	The Boy and the Eagle
1949	SHORT SUBJECT (Two-reel)	Irving Allen, Producer	False	Chase of Death
1949	SHORT SUBJECT (Two-reel)	Gordon Hollingshead, Producer	False	The Grass Is Always Greener
1949	SHORT SUBJECT (Two-reel)	Gordon Hollingshead, Producer	False	Snow Carnival
1949	SHORT SUBJECT (Two-reel)	Gaston Diehl and Robert Haessens, Producers	True	Van Gogh
1949	SOUND RECORDING	Universal-International Studio Sound Department, Leslie I. Carey, Sound Director	False	Once More, My Darling
1949	SOUND RECORDING	Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director	False	Sands of Iwo Jima
1949	SOUND RECORDING	20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director	True	Twelve O'Clock High
1949	SPECIAL EFFECTS	ARKO Productions	True	Mighty Joe Young
1949	SPECIAL EFFECTS	Walter Wanger Pictures	False	Tulsa
1949	WRITING (Motion Picture Story)	Clare Boothe Luce	False	Come to the Stable
1949	WRITING (Motion Picture Story)	Shirley W. Smith, Valentine Davies	False	It Happens Every Spring
1949	WRITING (Motion Picture Story)	Harry Brown	False	Sands of Iwo Jima
1949	WRITING (Motion Picture Story)	Douglas Morrow	True	The Stratton Story
1949	WRITING (Motion Picture Story)	Virginia Kellogg	False	White Heat
1949	WRITING (Screenplay)	Robert Rossen	False	All the King's Men
1949	WRITING (Screenplay)	Cesare Zavattini	False	The Bicycle Thief
1949	WRITING (Screenplay)	Carl Foreman	False	Champion
1949	WRITING (Screenplay)	Graham Greene	False	The Fallen Idol
1949	WRITING (Screenplay)	Joseph L. Mankiewicz	True	A Letter to Three Wives
1949	WRITING (Story and Screenplay)	Robert Pirosh	True	Battleground
1949	WRITING (Story and Screenplay)	Sidney Buchman	False	Jolson Sings Again
1949	WRITING (Story and Screenplay)	Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini	False	Paisan
1949	WRITING (Story and Screenplay)	T. E. B. Clarke	False	Passport to Pimlico
1949	WRITING (Story and Screenplay)	Helen Levitt, Janice Loeb, Sidney Meyers	False	The Quiet One
1950	ACTOR	Louis Calhern	False	The Magnificent Yankee
1950	ACTOR	José Ferrer	True	Cyrano de Bergerac
1950	ACTOR	William Holden	False	Sunset Blvd.
1950	ACTOR	James Stewart	False	Harvey
1950	ACTOR	Spencer Tracy	False	Father of the Bride
1950	ACTOR IN A SUPPORTING ROLE	Jeff Chandler	False	Broken Arrow
1950	ACTOR IN A SUPPORTING ROLE	Edmund Gwenn	False	Mister 880
1950	ACTOR IN A SUPPORTING ROLE	Sam Jaffe	False	The Asphalt Jungle
1950	ACTOR IN A SUPPORTING ROLE	George Sanders	True	All about Eve
1950	ACTOR IN A SUPPORTING ROLE	Erich von Stroheim	False	Sunset Blvd.
1950	ACTRESS	Anne Baxter	False	All about Eve
1950	ACTRESS	Bette Davis	False	All about Eve
1950	ACTRESS	Judy Holliday	True	Born Yesterday
1950	ACTRESS	Eleanor Parker	False	Caged
1950	ACTRESS	Gloria Swanson	False	Sunset Blvd.
1950	ACTRESS IN A SUPPORTING ROLE	Hope Emerson	False	Caged
1950	ACTRESS IN A SUPPORTING ROLE	Celeste Holm	False	All about Eve
1950	ACTRESS IN A SUPPORTING ROLE	Josephine Hull	True	Harvey
1950	ACTRESS IN A SUPPORTING ROLE	Nancy Olson	False	Sunset Blvd.
1950	ACTRESS IN A SUPPORTING ROLE	Thelma Ritter	False	All about Eve
1950	ART DIRECTION (Black-and-White)	Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Thomas Little, Walter M. Scott	False	All about Eve
1950	ART DIRECTION (Black-and-White)	Art Direction:  Cedric Gibbons, Hans Peters;  Set Decoration:  Edwin B. Willis, Hugh Hunt	False	The Red Danube
1950	ART DIRECTION (Black-and-White)	Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer	True	Sunset Blvd.
1950	ART DIRECTION (Color)	Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle	False	Annie Get Your Gun
1950	ART DIRECTION (Color)	Art Direction:  Ernst Fegte;  Set Decoration:  George Sawley	False	Destination Moon
1950	ART DIRECTION (Color)	Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer	True	Samson and Delilah
1950	CINEMATOGRAPHY (Black-and-White)	Milton Krasner	False	All about Eve
1950	CINEMATOGRAPHY (Black-and-White)	Harold Rosson	False	The Asphalt Jungle
1950	CINEMATOGRAPHY (Black-and-White)	Victor Milner	False	The Furies
1950	CINEMATOGRAPHY (Black-and-White)	John F. Seitz	False	Sunset Blvd.
1950	CINEMATOGRAPHY (Black-and-White)	Robert Krasker	True	The Third Man
1950	CINEMATOGRAPHY (Color)	Charles Rosher	False	Annie Get Your Gun
1950	CINEMATOGRAPHY (Color)	Ernest Palmer	False	Broken Arrow
1950	CINEMATOGRAPHY (Color)	Ernest Haller	False	The Flame and the Arrow
1950	CINEMATOGRAPHY (Color)	Robert Surtees	True	King Solomon's Mines
1950	CINEMATOGRAPHY (Color)	George Barnes	False	Samson and Delilah
1950	COSTUME DESIGN (Black-and-White)	Edith Head, Charles LeMaire	True	All about Eve
1950	COSTUME DESIGN (Black-and-White)	Jean Louis	False	Born Yesterday
1950	COSTUME DESIGN (Black-and-White)	Walter Plunkett	False	The Magnificent Yankee
1950	COSTUME DESIGN (Color)	Michael Whittaker	False	The Black Rose
1950	COSTUME DESIGN (Color)	Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling	True	Samson and Delilah
1950	COSTUME DESIGN (Color)	Walter Plunkett, Valles	False	That Forsyte Woman
1950	DIRECTING	Joseph L. Mankiewicz	True	All about Eve
1950	DIRECTING	John Huston	False	The Asphalt Jungle
1950	DIRECTING	George Cukor	False	Born Yesterday
1950	DIRECTING	Billy Wilder	False	Sunset Blvd.
1950	DIRECTING	Carol Reed	False	The Third Man
1950	DOCUMENTARY (Feature)	Robert Snyder, Producer	True	The Titan: Story of Michelangelo
1950	DOCUMENTARY (Feature)	Jack Arnold and Lee Goodman, Producers	False	With These Hands
1950	DOCUMENTARY (Short Subject)	Guy Glover, Producer	False	The Fight: Science against Cancer
1950	DOCUMENTARY (Short Subject)	Film Documents, Inc.	False	The Stairs
1950	DOCUMENTARY (Short Subject)	Edmund Reek, Producer	True	Why Korea?
1950	FILM EDITING	Barbara McLean	False	All about Eve
1950	FILM EDITING	James E. Newcom	False	Annie Get Your Gun
1950	FILM EDITING	Ralph E. Winters, Conrad A. Nervig	True	King Solomon's Mines
1950	FILM EDITING	Arthur Schmidt, Doane Harrison	False	Sunset Blvd.
1950	FILM EDITING	Oswald Hafenrichter	False	The Third Man
1950	MUSIC (Music Score of a Dramatic or Comedy Picture)	Alfred Newman	False	All about Eve
1950	MUSIC (Music Score of a Dramatic or Comedy Picture)	Max Steiner	False	The Flame and the Arrow
1950	MUSIC (Music Score of a Dramatic or Comedy Picture)	George Duning	False	No Sad Songs for Me
1950	MUSIC (Music Score of a Dramatic or Comedy Picture)	Victor Young	False	Samson and Delilah
1950	MUSIC (Music Score of a Dramatic or Comedy Picture)	Franz Waxman	True	Sunset Blvd.
1950	MUSIC (Scoring of a Musical Picture)	Adolph Deutsch, Roger Edens	True	Annie Get Your Gun
1950	MUSIC (Scoring of a Musical Picture)	Oliver Wallace, Paul J. Smith	False	Cinderella
1950	MUSIC (Scoring of a Musical Picture)	Lionel Newman	False	I'll Get By
1950	MUSIC (Scoring of a Musical Picture)	Andre Previn	False	Three Little Words
1950	MUSIC (Scoring of a Musical Picture)	Ray Heindorf	False	The West Point Story
1950	MUSIC (Song)	Music by Nicholas Brodszky; Lyrics by Sammy Cahn	False	The Toast of New Orleans
1950	MUSIC (Song)	Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston	False	Cinderella
1950	MUSIC (Song)	Music and Lyrics by Ray Evans and Jay Livingston	True	Captain Carey, U.S.A.
1950	MUSIC (Song)	Music and Lyrics by Fred Glickman, Hy Heath and Johnny Lange	False	Singing Guns
1950	MUSIC (Song)	Music by Josef Myrow; Lyrics by Mack Gordon	False	Wabash Avenue
1950	BEST MOTION PICTURE	20th Century-Fox	True	All about Eve
1950	BEST MOTION PICTURE	Columbia	False	Born Yesterday
1950	BEST MOTION PICTURE	Metro-Goldwyn-Mayer	False	Father of the Bride
1950	BEST MOTION PICTURE	Metro-Goldwyn-Mayer	False	King Solomon's Mines
1950	BEST MOTION PICTURE	Paramount	False	Sunset Blvd.
1950	SHORT SUBJECT (Cartoon)	Stephen Bosustow, Producer	True	Gerald McBoing-Boing
1950	SHORT SUBJECT (Cartoon)	Fred Quimby, Producer	False	Jerry's Cousin
1950	SHORT SUBJECT (Cartoon)	Stephen Bosustow, Producer	False	Trouble Indemnity
1950	SHORT SUBJECT (One-reel)	Robert Youngson, Producer	False	Blaze Busters
1950	SHORT SUBJECT (One-reel)	Gordon Hollingshead, Producer	True	Grandad of Races
1950	SHORT SUBJECT (One-reel)	Pete Smith, Producer	False	Wrong Way Butch
1950	SHORT SUBJECT (Two-reel)	Falcon Films, Inc.	False	Grandma Moses
1950	SHORT SUBJECT (Two-reel)	Walt Disney, Producer	True	In Beaver Valley
1950	SHORT SUBJECT (Two-reel)	Gordon Hollingshead, Producer	False	My Country 'Tis of Thee
1950	SOUND RECORDING	20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director	True	All about Eve
1950	SOUND RECORDING	Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director	False	Cinderella
1950	SOUND RECORDING	Universal-International Studio Sound Department, Leslie I. Carey, Sound Director	False	Louisa
1950	SOUND RECORDING	Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director	False	Our Very Own
1950	SOUND RECORDING	Pinewood Studio Sound Department, Cyril Crowhurst, Sound Director	False	Trio
1950	SPECIAL EFFECTS	George Pal Productions	True	Destination Moon
1950	SPECIAL EFFECTS	Cecil B. DeMille Productions	False	Samson and Delilah
1950	WRITING (Motion Picture Story)	Giuseppe De Santis, Carlo Lizzani	False	Bitter Rice
1950	WRITING (Motion Picture Story)	William Bowers, Andre de Toth	False	The Gunfighter
1950	WRITING (Motion Picture Story)	Leonard Spigelgass	False	Mystery Street
1950	WRITING (Motion Picture Story)	Edna Anhalt, Edward Anhalt	True	Panic in the Streets
1950	WRITING (Motion Picture Story)	Sy Gomberg	False	When Willie Comes Marching Home
1950	WRITING (Screenplay)	Joseph L. Mankiewicz	True	All about Eve
1950	WRITING (Screenplay)	Ben Maddow, John Huston	False	The Asphalt Jungle
1950	WRITING (Screenplay)	Albert Mannheimer	False	Born Yesterday
1950	WRITING (Screenplay)	Albert Maltz	False	Broken Arrow
1950	WRITING (Screenplay)	Frances Goodrich, Albert Hackett	False	Father of the Bride
1950	WRITING (Story and Screenplay)	Ruth Gordon, Garson Kanin	False	Adam's Rib
1950	WRITING (Story and Screenplay)	Virginia Kellogg, Bernard C. Schoenfeld	False	Caged
1950	WRITING (Story and Screenplay)	Carl Foreman	False	The Men
1950	WRITING (Story and Screenplay)	Joseph L. Mankiewicz, Lesser Samuels	False	No Way Out
1950	WRITING (Story and Screenplay)	Charles Brackett, Billy Wilder, D. M. Marshman, Jr.	True	Sunset Blvd.
1950	IRVING G. THALBERG MEMORIAL AWARD	Darryl F. Zanuck	True	
1951	ACTOR	Humphrey Bogart	True	The African Queen
1951	ACTOR	Marlon Brando	False	A Streetcar Named Desire
1951	ACTOR	Montgomery Clift	False	A Place in the Sun
1951	ACTOR	Arthur Kennedy	False	Bright Victory
1951	ACTOR	Fredric March	False	Death of a Salesman
1951	ACTOR IN A SUPPORTING ROLE	Leo Genn	False	Quo Vadis
1951	ACTOR IN A SUPPORTING ROLE	Kevin McCarthy	False	Death of a Salesman
1951	ACTOR IN A SUPPORTING ROLE	Karl Malden	True	A Streetcar Named Desire
1951	ACTOR IN A SUPPORTING ROLE	Peter Ustinov	False	Quo Vadis
1951	ACTOR IN A SUPPORTING ROLE	Gig Young	False	Come Fill the Cup
1951	ACTRESS	Katharine Hepburn	False	The African Queen
1951	ACTRESS	Vivien Leigh	True	A Streetcar Named Desire
1951	ACTRESS	Eleanor Parker	False	Detective Story
1951	ACTRESS	Shelley Winters	False	A Place in the Sun
1951	ACTRESS	Jane Wyman	False	The Blue Veil
1951	ACTRESS IN A SUPPORTING ROLE	Joan Blondell	False	The Blue Veil
1951	ACTRESS IN A SUPPORTING ROLE	Mildred Dunnock	False	Death of a Salesman
1951	ACTRESS IN A SUPPORTING ROLE	Lee Grant	False	Detective Story
1951	ACTRESS IN A SUPPORTING ROLE	Kim Hunter	True	A Streetcar Named Desire
1951	ACTRESS IN A SUPPORTING ROLE	Thelma Ritter	False	The Mating Season
1951	ART DIRECTION (Black-and-White)	Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Thomas Little, Fred J. Rode	False	Fourteen Hours
1951	ART DIRECTION (Black-and-White)	Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Thomas Little, Paul S. Fox	False	House on Telegraph Hill
1951	ART DIRECTION (Black-and-White)	D'Eaubonne	False	La Ronde
1951	ART DIRECTION (Black-and-White)	Art Direction:  Richard Day;  Set Decoration:  George James Hopkins	True	A Streetcar Named Desire
1951	ART DIRECTION (Black-and-White)	Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore	False	Too Young to Kiss
1951	ART DIRECTION (Color)	Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason	True	An American in Paris
1951	ART DIRECTION (Color)	Art Direction:  Lyle Wheeler, George Davis;  Set Decoration:  Thomas Little, Paul S. Fox	False	David and Bathsheba
